"","Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","prefix_this","minsize","maxsize","n_iterations","size_mean_initial","size_sd_initial","n_S_initial","n_A_initial","size_mean_final","n_A_final","n_S_final","longevity_90_final","n_S_lag_factor","n_S_scale_factor","SWE.mean","Tmax.mean","basal_area_density_final","n_A_final_gt_30_cm","cv_n_A_final_ten","index","pixel","replicate_climate_resample","replicate_data_resample","Ploidy_level","geneticSexID"
"1","0","0","0","0",-0.811225295066833,3083.4375,"map_978_1_1",5,70,300,20,5,4.31039629854451,0.1,8.01981459609176,0.0638466844323057,1.70108633000467,7,0.2,0.5,64.4595073853616,20.4390106877087,0.000374016512000239,0.000138497395771473,0.554361514841941,1,978,1,"1","diploid","female"
"2","0","0","0","0",-0.811225295066833,3083.4375,"map_978_1_2",5,70,300,20,5,3.05181345447597,0.1,11.7478290101538,0.139982430494263,1.40650693960468,12,0.2,0.5,64.4595073853616,20.4390106877087,0.0022745148624483,0.0083199576805156,0.437593882902899,1,978,1,"2","diploid","female"
"3","0","0","0","0",-0.811225295066833,3083.4375,"map_978_1_3",5,70,300,20,5,6.2260989795951,0.1,6.57421937811657,0.0183921800627488,0.911964804874566,9,0.2,0.5,64.4595073853616,20.4390106877087,6.75042184193351e-05,2.60724185847209e-07,0.86557161975426,1,978,1,"3","diploid","female"
"4","0","0","0","0",-0.822242736816406,3114.07470703125,"map_979_1_1",5,70,300,20,5,4.32889983288557,0.1,8.4745342393557,0.0574315506801,1.76355623215485,12,0.2,0.5,66.4092923676057,20.4360450034918,0.000382212021595181,0.000155006996928917,0.613451728611789,2,979,1,"1","diploid","female"
"5","0","0","0","0",-0.822242736816406,3114.07470703125,"map_979_1_2",5,70,300,20,5,3.15010197535896,0.1,12.9410113396325,0.0847603829711025,1.8114025847137,19,0.2,0.5,66.4092923676057,20.4360450034918,0.00155380511899015,0.00548722034731761,0.630413417083265,2,979,1,"2","diploid","female"
"6","0","0","0","0",-0.822242736816406,3114.07470703125,"map_979_1_3",5,70,300,20,5,6.0071822591823,0.1,6.9881645810265,0.0229084642455692,0.908340688098634,12,0.2,0.5,66.4092923676057,20.4360450034918,9.62804199924805e-05,9.58128324514791e-07,0.860527741834457,2,979,1,"3","diploid","female"
"7","0","0","0","0",-0.506825804710388,3098.98779296875,"map_2235_1_1",5,70,300,20,5,4.64249040685773,0.1,7.69370312472193,0.142527274986769,2.22758633453765,15,0.2,0.5,82.3077176116233,21.1292641017656,0.00086605533294477,0.000573699732944147,0.411475741585419,3,2235,1,"1","diploid","female"
"8","0","0","0","0",-0.506825804710388,3098.98779296875,"map_2235_1_2",5,70,300,20,5,4.33361091749625,0.1,11.1995229368318,0.2079369224494,1.31563916212902,17,0.2,0.5,82.3077176116233,21.1292641017656,0.00265195862278651,0.00284267586644061,0.324796912562721,3,2235,1,"2","diploid","female"
"9","0","0","0","0",-0.506825804710388,3098.98779296875,"map_2235_1_3",5,70,300,20,5,5.84465660037168,0.1,6.07291087807952,0.0576676732274472,1.60857035059819,18,0.2,0.5,82.3077176116233,21.1292641017656,0.000186200158257123,5.50568692522499e-06,0.745441073942934,3,2235,1,"3","diploid","female"
"10","0","0","0","0",-0.479843199253082,3196.03735351562,"map_2236_1_1",5,70,300,20,5,4.80307028449415,0.1,10.0501876894972,0.162815710190516,1.83026960307513,38,0.2,0.5,85.4516093960632,21.1173017402556,0.00165837268526762,0.00205164986433509,0.242031412788619,4,2236,1,"1","diploid","female"
