"","Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","delta_years","n_S","n_R","prefix_this","minsize","maxsize","n_iterations","n_S_lag_factor","n_S_scale_factor","SWE.mean","Tmax.mean","size_mean_initial","size_sd_initial","n_A_initial","n_S_initial","n_R_initial","size_mean_final_ten","n_A_final_ten","n_S_final_ten","n_R_final_ten","longevity_90_final_ten","basal_area_density_final_ten","index","pixel","replicate_climate_resample","replicate_data_resample","Ploidy_level","geneticSexID"
"1","0","0","0","0",-0.811225295066833,3083.4375,2.5,4.09810464322461e-20,0,"map_978_1_1",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.178704783487984,0,50.7253839624367,1.0750410539743e-20,6.70899653986495e-20,0,20.0909090909091,2.17296035490539e-21,1,978,1,"1","diploid","female"
"2","0","0","0","0",-0.811225295066833,3083.4375,2.5,5.81734572020998e-20,0,"map_978_1_2",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.192506918311356,0,50.8472148355127,1.56703422003015e-20,9.59498388977027e-20,0,37.6363636363636,3.18285386943848e-21,1,978,1,"2","diploid","female"
"3","0","0","0","0",-0.811225295066833,3083.4375,2.5,2.7430352973851e-18,0,"map_978_1_3",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.165042157504416,0,50.8004675920635,8.65998824328749e-19,4.40473909019566e-18,0,29.1818181818182,1.75572347388414e-19,1,978,1,"3","diploid","female"
"4","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.0115415266235682,0.00552941800918373,"map_978_1_4",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.205287749641099,0,8.52635541800744,0.00324800372265893,0.01303018896873,0.00100548375986927,10.1818181818182,1.90836426444913e-05,1,978,1,"4","diploid","female"
"5","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.117430844280107,0,"map_978_1_5",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.147525683609233,0.0165599941338215,9.54464471246186,0.0544880514061821,0.10730768764753,0.00615464069265503,15.4545454545455,0.000576145050206981,1,978,1,"5","diploid","female"
"6","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.217873639840753,0,"map_978_1_6",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.185653048758992,0.0112899785483144,15.1122485275859,0.130664559653544,0.206087983987029,0.00635228772889082,38.1818181818182,0.00365263367034323,1,978,1,"6","diploid","female"
"7","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.0336284355264068,0,"map_978_1_7",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.162286985143645,0,15.9383410672972,0.0124188795349074,0.0307010998721615,0.000466073374954795,41.7272727272727,0.000385241647552073,1,978,1,"7","diploid","female"
"8","0","0","0","0",-0.811225295066833,3083.4375,2.5,3.08654544948059e-19,0,"map_978_1_8",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.191412426843,0,50.7887196248723,8.16987266923445e-20,4.96009826346399e-19,0,26.1818181818182,1.65557031362155e-20,1,978,1,"8","diploid","female"
"9","0","0","0","0",-0.811225295066833,3083.4375,2.5,8.00248825143339e-19,0,"map_978_1_9",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.194248897994904,0,50.7665513155274,1.79654393502726e-19,1.26573646609691e-18,0,28.2727272727273,3.63752174975916e-20,1,978,1,"9","diploid","female"
"10","0","0","0","0",-0.811225295066833,3083.4375,2.5,5.05178776108493e-18,0,"map_978_1_10",4,60,500,0.2,1,62.6833226780692,20.4436713806883,20,5,0.1,0.188317350333221,0,50.8229112109666,1.37417792256e-18,8.18428592203646e-18,0,21.1818181818182,2.78834407580144e-19,1,978,1,"10","diploid","female"
"11","0","0","0","0",-0.811225295066833,3083.4375,2.5,4.4598720820214e-20,0,"map_978_2_1",4,60,500,0.2,1,67.1727046523979,20.4259574697245,20,5,0.1,0.178704783487984,0,50.7278790427188,1.18907106107967e-20,7.51446051178377e-20,0,18.4545454545455,2.40361745027798e-21,2,978,2,"1","diploid","female"
