"Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","prefix_this","minsize","maxsize","n_iterations","size_mean_initial","size_sd_initial","n_S_initial","n_T_initial","size_mean_final","n_T_final","n_S_final","longevity_90_final","n_S_lag_factor","SWE.mean","STB.mean","basal_area_density","n_T_final_gt_30_cm","cv_final_ten","index","site_code","replicate_climate_resample","replicate_data_resample","Latitude","Longitude","X.UTM","Y.UTM","Ploidy_level","geneticSexID"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_2",5,60,200,36.2,6.9846423010877,6.08426107433787,0.0801990139037013,6.71810695295059,0.264703615255633,7.46416691572429,4,0.2,39.995514585011,-1.60775621814922,0.00117841023049438,0.0011246628473661,0.160789800161155,3,"ACGNT01","3","2",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_3",5,60,200,36.2,6.9846423010877,4.94327519475448,0.0801990139037013,7.3361226364521,0.227792871425935,6.77355387329619,3,0.2,39.995514585011,-1.60775621814922,0.00125534744825785,0.00101701279247265,0.476728375013775,3,"ACGNT01","3","3",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_4",5,60,200,36.2,6.9846423010877,5.96151375038305,0.0801990139037013,20.4963252621929,0.559376822473514,0.996956569402567,10,0.2,39.995514585011,-1.60775621814922,0.0283646476987385,0.132942900777403,0.0593707052113509,3,"ACGNT01","3","4",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_5",5,60,200,36.2,6.9846423010877,6.86549791412748,0.0801990139037013,6.80035569570726,0.298754133862421,5.73785395238278,3,0.2,39.995514585011,-1.60775621814922,0.00117610428023638,3.03766496480833e-05,0.195731384349528,3,"ACGNT01","3","5",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_6",5,60,200,36.2,6.9846423010877,5.31549689498657,0.0801990139037013,6.24836182554987,0.15349156010682,1.82524731154412,2,0.2,39.995514585011,-1.60775621814922,0.00050003501139835,9.57340822863289e-06,0.201036151212937,3,"ACGNT01","3","6",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_7",5,60,200,36.2,6.9846423010877,5.97396623831492,0.0801990139037013,6.05090534884315,0.135569403239627,5.82145748036066,2,0.2,39.995514585011,-1.60775621814922,0.000400966135393392,4.23944544135836e-06,0.463020644165641,3,"ACGNT01","3","7",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_8",5,60,200,36.2,6.9846423010877,0,0.0801990139037013,8.3895459154343,0.00484753250102097,0.20233216392404,2,0.2,39.995514585011,-1.60775621814922,2.91727486067067e-05,1.25768645531721e-06,0.628406805788192,3,"ACGNT01","3","8",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_9",5,60,200,36.2,6.9846423010877,0,0.0801990139037013,11.8689564614306,0.192385552063087,5.96052148385503,4,0.2,39.995514585011,-1.60775621814922,0.00345374650693604,0.0109165792350927,0.0261276314803426,3,"ACGNT01","3","9",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_3_10",5,60,200,36.2,6.9846423010877,4.70455743709253,0.0801990139037013,6.69222053981521,0.0346161955511424,2.11832573748445,1,0.2,39.995514585011,-1.60775621814922,0.00012991205865968,9.63932483362315e-08,0.92759972972655,3,"ACGNT01","3","10",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_1",5,60,200,36.2,6.9846423010877,1.60689480889031,0.0801990139037013,6.81623894849335,0.286458810341117,3.23325652489184,3,0.2,40.813963387143,-1.59678606875611,0.00118032543069183,0.000177839671487889,0.0650956945474884,4,"ACGNT01","4","1",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_2",5,60,200,36.2,6.9846423010877,16.34958475653,0.0801990139037013,6.92622042041094,0.343679570170208,7.41839742825196,3,0.2,40.813963387143,-1.59678606875611,0.00155899419286481,0.00111247713134562,0.138271465632072,4,"ACGNT01","4","2",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_3",5,60,200,36.2,6.9846423010877,3.67507214668103,0.0801990139037013,8.13410695559443,0.132719917082072,7.21842394409522,2,0.2,40.813963387143,-1.59678606875611,0.00088206892091244,0.000842772581840994,0.447434318560207,4,"ACGNT01","4","3",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_4",5,60,200,36.2,6.9846423010877,3.82429361401331,0.0801990139037013,20.7083203322767,0.484102677823784,0.972407327224226,7,0.2,40.813963387143,-1.59678606875611,0.0249721648609316,0.123096761984855,0.0722761672715878,4,"ACGNT01","4","4",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_5",5,60,200,36.2,6.9846423010877,28.7640379883686,0.0801990139037013,5.97855191462247,0.559898846184276,7.36508879770517,3,0.2,40.813963387143,-1.59678606875611,0.00166434479122329,2.32095233598288e-05,0.352373384438374,4,"ACGNT01","4","5",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_6",5,60,200,36.2,6.9846423010877,2.29785765947454,0.0801990139037013,6.61823139514192,0.0977312910260986,1.65885106460627,2,0.2,40.813963387143,-1.59678606875611,0.000356601873524612,7.57198651195588e-06,0.334146286259118,4,"ACGNT01","4","6",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_7",5,60,200,36.2,6.9846423010877,3.00131191798442,0.0801990139037013,5.6539576500439,0.184093939026932,7.64980090578735,2,0.2,40.813963387143,-1.59678606875611,0.000484212563519957,5.10789333642537e-06,0.453038783670868,4,"ACGNT01","4","7",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_8",5,60,200,36.2,6.9846423010877,4.11601925314081,0.0801990139037013,5.79658237803313,0.0450422869823581,0.169938646238244,2,0.2,40.813963387143,-1.59678606875611,0.000123137458203176,1.62837886438036e-06,0.744382565496815,4,"ACGNT01","4","8",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_9",5,60,200,36.2,6.9846423010877,3.97878794063152,0.0801990139037013,10.4902553820082,0.209428755021977,3.75159494190952,3,0.2,40.813963387143,-1.59678606875611,0.00301882576714587,0.00864335367157968,0.0565050881664699,4,"ACGNT01","4","9",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_4_10",5,60,200,36.2,6.9846423010877,5.70363573567103,0.0801990139037013,5.70634931048107,0.186436459456592,2.65065861130968,1,0.2,40.813963387143,-1.59678606875611,0.000484514985880654,1.38213899824345e-08,0.69612834329343,4,"ACGNT01","4","10",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_1",5,60,200,36.2,6.9846423010877,5.3672027263698,0.0801990139037013,8.43363970104429,0.235463920464369,2.25795127676979,4,0.2,41.7292638987451,-1.5939838309119,0.00150755506979788,0.00040438982356915,0.0695173000872131,5,"ACGNT01","5","1",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_2",5,60,200,36.2,6.9846423010877,6.08426107433787,0.0801990139037013,7.4369605293577,0.394887981131627,5.24933403410058,5,0.2,41.7292638987451,-1.5939838309119,0.00207916328159078,0.00128323009866845,0.123117595680112,5,"ACGNT01","5","2",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_3",5,60,200,36.2,6.9846423010877,4.94327519475448,0.0801990139037013,7.29611601125302,0.401913028854811,6.22402374153932,4,0.2,41.7292638987451,-1.5939838309119,0.00215946778744271,0.00167571847786342,0.326971554923807,5,"ACGNT01","5","3",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_4",5,60,200,36.2,6.9846423010877,5.96151375038305,0.0801990139037013,22.9223769114304,0.483580358278901,0.913645354843962,24,0.2,41.7292638987451,-1.5939838309119,0.0282674046815733,0.14185595431971,0.025269521258854,5,"ACGNT01","5","4",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_5",5,60,200,36.2,6.9846423010877,6.86549791412748,0.0801990139037013,8.92662812939346,0.262782331171222,2.49508759273138,3,0.2,41.7292638987451,-1.5939838309119,0.00175640326662177,7.28745938231413e-05,0.441793423599148,5,"ACGNT01","5","5",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_6",5,60,200,36.2,6.9846423010877,5.31549689498657,0.0801990139037013,7.13469175713874,0.168189668281852,1.87992761178047,3,0.2,41.7292638987451,-1.5939838309119,0.000721638386093013,1.79947989227435e-05,0.172488725299522,5,"ACGNT01","5","6",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_7",5,60,200,36.2,6.9846423010877,5.97396623831492,0.0801990139037013,6.71413899759938,0.2691345922643,8.88589157722764,3,0.2,41.7292638987451,-1.5939838309119,0.0010221867863839,8.51906022016448e-06,0.374358427253824,5,"ACGNT01","5","7",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_8",5,60,200,36.2,6.9846423010877,0,0.0801990139037013,9.18375929542611,0.00927953630852727,0.148575066542954,3,0.2,41.7292638987451,-1.5939838309119,6.55481728722303e-05,3.31922269924678e-06,0.483552154367337,5,"ACGNT01","5","8",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_9",5,60,200,36.2,6.9846423010877,0,0.0801990139037013,13.2815173515698,0.205996202342185,3.90971883562268,5,0.2,41.7292638987451,-1.5939838309119,0.0042892381433154,0.0135966709146828,0.126423461786983,5,"ACGNT01","5","9",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,"rmbl_dry_scenario_ACGNT01_5_10",5,60,200,36.2,6.9846423010877,4.70455743709253,0.0801990139037013,5.65005249213337,0.357765077515485,3.45244964053821,2,0.2,41.7292638987451,-1.5939838309119,0.000951514176951833,2.798309138283e-07,0.612686948815424,5,"ACGNT01","5","10",38.9799423,-106.99755,326972.4253226,4316448.5266888,"triploid","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_1",5,60,200,25.2,6.9846423010877,1.21547605948308,0.101501876971872,7.65657688434593,0.308454080175024,2.16566118396026,7,0.2,66.9554693212556,-1.4798694208774,0.00174168571987556,0.0013089553267838,0.0901710188350426,6,"AEBVG","1","1",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_2",5,60,200,25.2,6.9846423010877,16.2895264049165,0.101501876971872,6.70784242746027,0.392265501854199,6.91675284475438,6,0.2,66.9554693212556,-1.4798694208774,0.0019131753804027,0.00322197626499083,0.16243493812084,6,"AEBVG","1","2",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_3",5,60,200,25.2,6.9846423010877,4.11111696552405,0.101501876971872,7.03438009365832,0.650175565782595,5.8727317314305,9,0.2,66.9554693212556,-1.4798694208774,0.00392229275689484,0.00816725478924369,0.418517715817052,6,"AEBVG","1","3",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_4",5,60,200,25.2,6.9846423010877,3.7055970696148,0.101501876971872,20.6765024588088,0.496310240609085,1.44295045613855,53,0.2,66.9554693212556,-1.4798694208774,0.0260919332449376,0.118413498080637,0.032132980986035,6,"AEBVG","1","4",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_5",5,60,200,25.2,6.9846423010877,19.59125491272,0.101501876971872,6.27328928059065,0.648493680413307,2.47872997565452,6,0.2,66.9554693212556,-1.4798694208774,0.00211512304913671,7.08183254286827e-05,0.502011453786642,6,"AEBVG","1","5",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_6",5,60,200,25.2,6.9846423010877,1.7270815757109,0.101501876971872,6.77552324749333,0.183963282338963,2.42353260853758,5,0.2,66.9554693212556,-1.4798694208774,0.000903503851379681,0.00120465497760298,0.21189653857606,6,"AEBVG","1","6",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_7",5,60,200,25.2,6.9846423010877,3.78513016001924,0.101501876971872,6.39995164826503,0.430293510934828,11.9682536575816,6,0.2,66.9554693212556,-1.4798694208774,0.00187282627840245,0.00292194646774949,0.49398326144861,6,"AEBVG","1","7",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_8",5,60,200,25.2,6.9846423010877,3.78093104404987,0.101501876971872,9.01837124878216,0.0413578742935713,0.655806441293372,5,0.2,66.9554693212556,-1.4798694208774,0.000389843757549333,0.000769178299337443,0.25743246448771,6,"AEBVG","1","8",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_9",5,60,200,25.2,6.9846423010877,3.63856415057155,0.101501876971872,14.8471129310329,0.386131175393118,4.11374420959019,14,0.2,66.9554693212556,-1.4798694208774,0.0116945157592623,0.0468006505506192,0.0512955161775241,6,"AEBVG","1","9",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_1_10",5,60,200,25.2,6.9846423010877,4.55229911515712,0.101501876971872,5.18529892414808,0.555868694405916,2.092861479439,3,0.2,66.9554693212556,-1.4798694208774,0.00120571654261026,3.89920483252167e-06,1.00953485581208,6,"AEBVG","1","10",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_2_1",5,60,200,25.2,6.9846423010877,8.0093205511982,0.101501876971872,9.25111104006074,0.313427114555662,3.56950065740932,3,0.2,70.2376241636514,-1.47328235681368,0.00274783790652924,0.00294292942105644,0.0700331620597735,7,"AEBVG","2","1",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_2_2",5,60,200,25.2,6.9846423010877,4.583295526481,0.101501876971872,8.18237288011488,0.335543605357937,5.30920612568219,3,0.2,70.2376241636514,-1.47328235681368,0.00233170051975056,0.00321314902416685,0.11400073739248,7,"AEBVG","2","2",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_2_3",5,60,200,25.2,6.9846423010877,10.5879746582125,0.101501876971872,11.1763077873194,0.418609965370126,4.40787347639552,3,0.2,70.2376241636514,-1.47328235681368,0.00604906102784881,0.0179206466481275,0.177175980796271,7,"AEBVG","2","3",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_2_4",5,60,200,25.2,6.9846423010877,7.6808531155233,0.101501876971872,23.9574902501009,0.510853177372327,1.65082668557242,7,0.2,70.2376241636514,-1.47328235681368,0.0320924786824516,0.169375953487581,0.0312619030544217,7,"AEBVG","2","4",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,"rmbl_dry_scenario_AEBVG_2_5",5,60,200,25.2,6.9846423010877,4.80448004909013,0.101501876971872,7.99638171952743,0.33497015534283,2.74232974461502,2,0.2,70.2376241636514,-1.47328235681368,0.00189733838282687,0.000114868809879033,0.249948175335379,7,"AEBVG","2","5",38.8572628,-107.06361,320941.59758648,4302960.59327264,"unknown","male"
