"Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","delta_t","n_S","n_R","prefix_this","minsize","maxsize","n_iterations","n_S_lag_factor","n_S_scale_factor","SWE.mean","PPT.mean","size_mean_initial","size_sd_initial","n_A_initial","n_S_initial","n_R_initial","size_mean_final_average","n_A_final_average","n_S_final_average","n_R_final_average","longevity_90_final_average","basal_area_density_final_average","index","site_code","replicate_climate_resample","replicate_data_resample","Latitude","Longitude","X.UTM","Y.UTM","Basal.area.density","DBH.mean","Ploidy_level","geneticSexID"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,3.05808726903433e-20,2.86921009030855e-21,"rmbl_ACGNT01_2_1",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,36.1599272686514,0.000661701376343355,0.000806280709255665,2.22451542649925e-05,32,1.95350082155296e-05,2,"ACGNT01","2","1",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_2_2",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,49.1307424712992,1.16714455310248e-32,0,0,38,2.2161947611057e-33,2,"ACGNT01","2","2",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_2_3",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,48.9406840516338,7.59414783057088e-28,0,0,48,1.43357691224608e-28,2,"ACGNT01","2","3",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,3.1998014147028e-20,1.41358741982832e-21,"rmbl_ACGNT01_2_4",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,34.7818430267655,0.000254127488468064,0.000843644385247498,1.16398165916034e-05,28,5.56049325528605e-06,2,"ACGNT01","2","4",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,2.8172278956477e-20,4.57763004895514e-21,"rmbl_ACGNT01_2_5",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,32.508162286498,0.000942591730461292,0.000742776875216422,4.19316214380853e-05,21,1.64535662387256e-05,2,"ACGNT01","2","5",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,8.43490642299663e-25,7.32335861554728e-26,"rmbl_ACGNT01_2_6",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,44.060638213991,0.000565420738433452,5.05657924106052e-07,1.31323472614167e-08,29,3.94832618409529e-05,2,"ACGNT01","2","6",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_2_7",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,49.2351373117594,1.26450577304454e-34,0,0,50,2.40565149470532e-35,2,"ACGNT01","2","7",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,2.25409988776881e-48,6.7750211263757e-50,"rmbl_ACGNT01_2_8",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,48.3981422708273,1.65275345650699e-20,1.35129355658214e-30,1.80513410076125e-32,35,3.06562035835732e-21,2,"ACGNT01","2","8",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,1.56306068019542e-06,1.26281435124443e-07,"rmbl_ACGNT01_2_9",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,21.3468821754367,0.0187995854067094,0.0121016724387948,0.000937731116106379,41,0.000351126399203226,2,"ACGNT01","2","9",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_2_10",4,60,500,0.2,1,95.0432474523047,83.4968254166236,36.2,6.9846423010877,0.0801990139037013,0,0,49.3127911009682,2.72666600841302e-35,0,0,42,5.20919512137079e-36,2,"ACGNT01","2","10",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0.0265955896877562,0,"rmbl_ACGNT01_3_1",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,28.9174219931461,0.000345957579137371,0.0038198866562094,2.48535054629573e-05,41,6.20364238600727e-06,3,"ACGNT01","3","1",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_3_2",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,49.1701602013279,1.18535369729298e-32,0,0,42,2.22726716295117e-33,3,"ACGNT01","3","2",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_3_3",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,49.0090322845042,2.30717149216296e-27,0,0,50,4.2756467836097e-28,3,"ACGNT01","3","3",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0.0271260334005134,0,"rmbl_ACGNT01_3_4",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,48.3919163049086,1.37962043202494e-18,0.000303649627617686,4.10828864422209e-29,34,2.52342063030958e-19,3,"ACGNT01","3","4",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0.0239322520994455,0,"rmbl_ACGNT01_3_5",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,48.3731207641283,2.10948998376739e-16,0.000267898344396779,2.92654501698247e-28,33,3.80496237175708e-17,3,"ACGNT01","3","5",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,8.2013678121235e-21,0,"rmbl_ACGNT01_3_6",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,37.7032244761483,0.00465318437428055,0.0034761004341232,0.000270737617526849,42,0.000107091750193973,3,"ACGNT01","3","6",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_3_7",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,49.2449646217499,7.59300221481232e-35,0,0,54,1.44016225446671e-35,3,"ACGNT01","3","7",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_3_8",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,49.1006499555179,1.80055484290754e-30,0,0,39,3.36169037415965e-31,3,"ACGNT01","3","8",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,2.13570213055879e-20,0,"rmbl_ACGNT01_3_9",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,35.8522385412522,0.00994958054640191,0.00874184906433928,0.000489710171551473,45,0.000233543393180458,3,"ACGNT01","3","9",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"1","0","1","0",-0.367124412808791,2990.49961964719,2.5,0,0,"rmbl_ACGNT01_3_10",4,60,500,0.2,1,86.9831427492946,84.2640299056599,36.2,6.9846423010877,0.0801990139037013,0,0,49.3427987881508,2.78808198270236e-35,0,0,43,5.28839122370566e-36,3,"ACGNT01","3","10",38.9799423,-106.99755,326972.4253226,4316448.5266888,0.0191152662721893,33.2571428571429,"triploid","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0872790391757026,0.0289423270313683,"rmbl_AEBVG_1_1",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0,0,10.0187722540801,0.279647845957319,0.0899567749161952,0.0124058209885769,40,0.00296114379156923,4,"AEBVG","1","1",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,2.46356630002678e-05,0,"rmbl_AEBVG_1_2",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0,0,21.3022920989363,0.00722733494227355,0.020194439443048,0.000558485976995417,26,9.73483089995639e-05,4,"AEBVG","1","2",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.190641466224677,0.0313142586038601,"rmbl_AEBVG_1_3",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0.209928309493552,0.0304385310327643,6.58343397003167,0.783372931604887,0.211865038652841,0.0227142644062726,75,0.00295212814328492,4,"AEBVG","1","3",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.000438988399029517,0,"rmbl_AEBVG_1_4",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0,0,12.3304934266629,0.00370668473684253,0.0437025134277716,0.000287267765889316,24,4.0316967012208e-05,4,"AEBVG","1","4",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0759942366757806,0,"rmbl_AEBVG_1_5",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0,0,13.7887659345673,0.0296598910009606,0.0746716758168177,0.00203249458703128,27,0.000373335745435753,4,"AEBVG","1","5",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.20863924639021,0.0164285397782484,"rmbl_AEBVG_1_6",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0.223053509066123,0.0140017922402704,12.6394642406359,0.224609808774768,0.209727185956175,0.0084904138882169,50,0.00385164509500162,4,"AEBVG","1","6",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0234219507525209,0,"rmbl_AEBVG_1_7",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0,0,15.9655441759747,0.027588171382543,0.0485484663131327,0.00126058096146887,45,0.000658742822320616,4,"AEBVG","1","7",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.178631401896015,0.0274899480167493,"rmbl_AEBVG_1_8",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0.254950799658155,0.0426432219939839,11.8034799073564,0.663974800574723,0.18585702715087,0.0156349387030029,95,0.0100638609780962,4,"AEBVG","1","8",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.172054687933713,0.0183715406206049,"rmbl_AEBVG_1_9",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0.277671434424258,0.0220177393468652,11.0666284744031,0.349577556413515,0.1560168726704,0.0150028080005704,48,0.004686232709605,4,"AEBVG","1","9",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,2.02774811883617e-17,0,"rmbl_AEBVG_1_10",4,60,500,0.2,1,102.079429472026,75.1427266499494,25.2,6.9846423010877,0.101501876971872,0,0,37.8629833749548,0.0037892031632126,0.00425425736521113,0.000172071390498794,41,9.5238120431576e-05,4,"AEBVG","1","10",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0997001452397779,0,"rmbl_AEBVG_2_1",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0.197013185519991,0.029416000310129,9.93486216450188,0.217280410895858,0.0734335668914978,0.0105173829027909,41,0.00215216607384551,5,"AEBVG","2","1",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.00323423855978557,0,"rmbl_AEBVG_2_2",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0,0,23.9951764319403,0.0229574954024851,0.026320828233353,0.00145171670362806,34,0.000288915786922558,5,"AEBVG","2","2",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.260522349626438,0.0410653753144147,"rmbl_AEBVG_2_3",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0.198244426479108,0.02538129781216,6.91974082693525,0.739791135695368,0.21737512675899,0.0218368772142156,74,0.00307564619079085,5,"AEBVG","2","3",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.151255405333874,0,"rmbl_AEBVG_2_4",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0,0,14.9470986097489,0.00418942037465141,0.0503881439114558,0.000265403279703275,32,4.88979663994708e-05,5,"AEBVG","2","4",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.174428495609073,0,"rmbl_AEBVG_2_5",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0,0,14.8011430435436,0.0335191423325882,0.0740757924856838,0.00181295465596547,34,0.000449888654201289,5,"AEBVG","2","5",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.126847057778615,0,"rmbl_AEBVG_2_6",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0.246079146681376,0.0159453503433728,12.5816761670294,0.192247992463547,0.209375752967326,0.00752567026005125,64,0.00341183342593763,5,"AEBVG","2","6",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.105645589612444,0,"rmbl_AEBVG_2_7",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0,0,15.5412984464831,0.0220971347240843,0.0490182653310435,0.000944813838206374,53,0.000498459630520634,5,"AEBVG","2","7",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.188343755596286,0,"rmbl_AEBVG_2_8",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0.274460380422758,0.0313847998944728,11.7170984791014,0.680723780138204,0.181617345121072,0.014653770049403,97,0.0101375075491585,5,"AEBVG","2","8",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0961616933848457,0,"rmbl_AEBVG_2_9",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0.277369406400878,0.0267125436922918,11.1959770960103,0.337088935259246,0.161787773513488,0.014292342378622,53,0.0046792059087875,5,"AEBVG","2","9",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0,0,"rmbl_AEBVG_2_10",4,60,500,0.2,1,109.6964467697,74.2042467371549,25.2,6.9846423010877,0.101501876971872,0,0,49.4560354642227,4.72289017684955e-36,0,0,43,9.05858259430468e-37,5,"AEBVG","2","10",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0385912852466947,0,"rmbl_AEBVG_3_1",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0,0,10.2519252323611,0.309782793105666,0.0835061963354168,0.0126035058076647,48,0.00333922355423935,6,"AEBVG","3","1",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0726852208787271,0,"rmbl_AEBVG_3_2",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0.344623141232797,0.0290663880555255,26.8474081231557,0.00520301729027382,0.0135977947267545,0.00062259996826466,17,6.7303367469892e-05,6,"AEBVG","3","2",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.236505739180071,0,"rmbl_AEBVG_3_3",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0.298841415306611,0.0143665952834092,6.53358946140206,0.774602901042456,0.204251655012992,0.0226738873454572,69,0.00286151116728419,6,"AEBVG","3","3",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.00538276329583335,0,"rmbl_AEBVG_3_4",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0,0,13.6128208919039,0.00509599954823907,0.0490659658780056,0.000366612174288685,17,5.78499685788179e-05,6,"AEBVG","3","4",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.0452959672438479,0,"rmbl_AEBVG_3_5",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0,0,17.8219337983305,0.0214076045804954,0.0694604472919002,0.00126659404442935,17,0.000262268242940817,6,"AEBVG","3","5",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.237532894885658,0,"rmbl_AEBVG_3_6",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0.335215601222758,0.00835397862457423,12.9916081630843,0.264738912343776,0.199382975841724,0.00793368414922128,64,0.00473757431205034,6,"AEBVG","3","6",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.041995818244333,0,"rmbl_AEBVG_3_7",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0,0,21.3236824126668,0.00757849513368902,0.0333323731739412,0.000352237642460985,34,0.00022430301877896,6,"AEBVG","3","7",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.177426609033715,0,"rmbl_AEBVG_3_8",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0.293249297715977,0.0122169590694022,10.6086902353795,0.729862469312249,0.17533781927254,0.0152839007675397,92,0.00868302311053438,6,"AEBVG","3","8",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0.132514293081395,0,"rmbl_AEBVG_3_9",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0.354355774057472,0.0142528245991591,10.7541711626872,0.366086639823683,0.147642414057944,0.0153095765216389,44,0.0045601109084028,6,"AEBVG","3","9",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
"0","1","1","0",-0.688123057548107,2998.31893139829,2.5,0,0,"rmbl_AEBVG_3_10",4,60,500,0.2,1,108.257167849021,75.3514246027645,25.2,6.9846423010877,0.101501876971872,0,0,49.4302942064995,4.66770338332149e-35,0,0,32,8.93245925705403e-36,6,"AEBVG","3","10",38.8572628,-107.06361,320941.59758648,4302960.59327264,0.0096840877914952,14.2363636363636,"unknown","male"
