"Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","delta_t","n_S","n_R","prefix_this","minsize","maxsize","n_iterations","n_S_lag_factor","n_S_scale_factor","SWE.mean","PPT.mean","size_mean_initial","size_sd_initial","n_A_initial","n_S_initial","n_R_initial","size_mean_final_average","n_A_final_average","n_S_final_average","n_R_final_average","longevity_90_final_average","basal_area_density_final_average","index","site_code","replicate_climate_resample","replicate_data_resample","Latitude","Longitude","X.UTM","Y.UTM","Basal.area.density","DBH.mean","Ploidy_level","geneticSexID"
"0","0","1","0",-0.756921932050607,3203.83665248274,2.5,0.180803640252319,0.0176322451652582,"rmbl_BFPMS_3_5",4,60,500,0.2,1,160.630166515591,71.3529378771698,10.96,2.91212026613676,0.310849498226358,0.17142112158386,0.0151867699140623,12.5904471259378,0.319979684651669,0.17192568159503,0.0154394426338852,38,0.00602462162101146,45,"BFPMS","3","5",38.91926,-106.98403,327996.961374053,4309688.14052439,0.0117572664359862,10.8545454545455,"diploid","male"
"0","0","1","0",-0.756921932050607,3203.83665248274,2.5,0.154473995265485,0,"rmbl_BFPMS_3_6",4,60,500,0.2,1,160.630166515591,71.3529378771698,10.96,2.91212026613676,0.310849498226358,0.170471006241348,0.020637679071634,10.937935833557,0.215723015613831,0.166503264229628,0.0133703431538708,12,0.00286240000235085,45,"BFPMS","3","6",38.91926,-106.98403,327996.961374053,4309688.14052439,0.0117572664359862,10.8545454545455,"diploid","male"
"0","0","1","0",-0.756921932050607,3203.83665248274,2.5,0.13083984913919,0.0224942982713747,"rmbl_BFPMS_3_7",4,60,500,0.2,1,160.630166515591,71.3529378771698,10.96,2.91212026613676,0.310849498226358,0.152129514594641,0.0184563322735283,14.5134741877525,0.259792486963463,0.133984601671334,0.0108139005023305,35,0.00573374642919859,45,"BFPMS","3","7",38.91926,-106.98403,327996.961374053,4309688.14052439,0.0117572664359862,10.8545454545455,"diploid","male"
"0","0","1","0",-0.756921932050607,3203.83665248274,2.5,0.203229798966304,0,"rmbl_BFPMS_3_8",4,60,500,0.2,1,160.630166515591,71.3529378771698,10.96,2.91212026613676,0.310849498226358,0.191284369229615,0.0136231534731651,13.0147397378328,0.147739739992903,0.209658783363969,0.00806884002776004,35,0.00275024577790387,45,"BFPMS","3","8",38.91926,-106.98403,327996.961374053,4309688.14052439,0.0117572664359862,10.8545454545455,"diploid","male"
"0","0","1","0",-0.756921932050607,3203.83665248274,2.5,0.145772040614067,0,"rmbl_BFPMS_3_9",4,60,500,0.2,1,160.630166515591,71.3529378771698,10.96,2.91212026613676,0.310849498226358,0.259583137965269,0.080732323226593,12.4139658700161,0.582358070804765,0.164632363239342,0.021051726663818,57,0.00970258697461164,45,"BFPMS","3","9",38.91926,-106.98403,327996.961374053,4309688.14052439,0.0117572664359862,10.8545454545455,"diploid","male"
"0","0","1","0",-0.756921932050607,3203.83665248274,2.5,0.186601778821226,0.0427599993975301,"rmbl_BFPMS_3_10",4,60,500,0.2,1,160.630166515591,71.3529378771698,10.96,2.91212026613676,0.310849498226358,0.16857914582264,0.0287602754916074,11.793375473355,0.441158558850142,0.149332910493247,0.0166197007916648,57,0.00678545979219595,45,"BFPMS","3","10",38.91926,-106.98403,327996.961374053,4309688.14052439,0.0117572664359862,10.8545454545455,"diploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_1",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.4542977348382,2.9536757898367e-38,0,0,43,5.66706493523985e-39,46,"BJSRA01","1","1",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_2",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.2469394138708,1.65067819321109e-32,0,0,34,3.14311568820912e-33,46,"BJSRA01","1","2",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_3",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.2304769608518,2.43068509594791e-29,0,0,64,4.62751664886179e-30,46,"BJSRA01","1","3",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_4",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.1454824265518,9.65223968425931e-30,0,0,33,1.82932425235916e-30,46,"BJSRA01","1","4",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_5",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,48.9792399982311,2.15000880263397e-29,0,0,34,4.05265943413458e-30,46,"BJSRA01","1","5",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_6",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.3875249793188,1.47049970121885e-38,0,0,38,2.81523776776842e-39,46,"BJSRA01","1","6",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_7",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,48.9881392376362,2.50079202743071e-26,0,0,53,4.70415802504457e-27,46,"BJSRA01","1","7",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_8",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.2142811023822,2.36339787346746e-30,0,0,43,4.49184518211324e-31,46,"BJSRA01","1","8",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_9",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.1111947589545,4.17418023209852e-28,0,0,36,7.89462545225208e-29,46,"BJSRA01","1","9",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_1_10",4,60,500,0.2,1,54.6548556565306,75.5912207476502,23.5,6.9846423010877,0.0914420816385492,0,0,49.4719219223968,8.53567874947011e-37,0,0,50,1.63922021733882e-37,46,"BJSRA01","1","10",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_1",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.4523131015602,3.31673283265648e-38,0,0,52,6.36685393372819e-39,47,"BJSRA01","2","1",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_2",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.2625767294656,1.25926931664031e-32,0,0,46,2.4019057841802e-33,47,"BJSRA01","2","2",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_3",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.2660383527782,2.98999592603951e-29,0,0,69,5.71192396358322e-30,47,"BJSRA01","2","3",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_4",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.1672977998397,8.10150724745778e-30,0,0,45,1.53802257671767e-30,47,"BJSRA01","2","4",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_5",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.025040101525,2.99891495392011e-29,0,0,48,5.66569930333704e-30,47,"BJSRA01","2","5",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_6",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.3606457631111,1.50473299853952e-38,0,0,52,2.87720900737778e-39,47,"BJSRA01","2","6",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_7",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,48.9987509292481,2.27202416636442e-26,0,0,60,4.27601569039059e-27,47,"BJSRA01","2","7",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_8",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.2230195342668,3.56427217467537e-30,0,0,51,6.78462852839487e-31,47,"BJSRA01","2","8",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_9",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.0842403611587,6.40171742881274e-28,0,0,47,1.21029219545932e-28,47,"BJSRA01","2","9",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_2_10",4,60,500,0.2,1,53.0888127523143,73.7347463303142,23.5,6.9846423010877,0.0914420816385492,0,0,49.4656259113803,1.09790318284983e-36,0,0,55,2.10884061720076e-37,47,"BJSRA01","2","10",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_1",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.4494698883526,3.36587133398495e-37,0,0,42,6.46121181403752e-38,48,"BJSRA01","3","1",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_2",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.2464763040098,3.3352705580947e-31,0,0,36,6.34680949747813e-32,48,"BJSRA01","3","2",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_3",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.2277441984501,5.71307685538457e-28,0,0,65,1.08509851190786e-28,48,"BJSRA01","3","3",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_4",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.1329800652379,2.02900057191542e-28,0,0,35,3.83894129877933e-29,48,"BJSRA01","3","4",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_5",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,48.9269577801885,1.01014328365231e-27,0,0,35,1.8965640577094e-28,48,"BJSRA01","3","5",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_6",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.3984995064008,2.95592077503855e-38,0,0,40,5.67757411418787e-39,48,"BJSRA01","3","6",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_7",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,48.9757569545554,1.41700270920852e-25,0,0,52,2.66467551364973e-26,48,"BJSRA01","3","7",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_8",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.2125551960261,1.09327183605279e-29,0,0,44,2.07718060825698e-30,48,"BJSRA01","3","8",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_9",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.1270677443631,2.16554850536213e-28,0,0,40,4.11023866969127e-29,48,"BJSRA01","3","9",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"1","0","1","0",0.473563143420312,2766.62983779076,2.5,0,0,"rmbl_BJSRA01_3_10",4,60,500,0.2,1,51.2608702190484,76.5803501225264,23.5,6.9846423010877,0.0914420816385492,0,0,49.4775310539703,6.46905570475767e-37,0,0,52,1.24363814400954e-37,48,"BJSRA01","3","10",38.9137555,-107.03712,323380.331310211,4309178.74203642,0.0085497999384426,16.15,"triploid","male"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,6.55142496764481e-42,0,"rmbl_BJSRB01_1_1",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.5910272722139,3.86344822678214e-41,3.92746496872092e-24,0,20,7.45467489936349e-42,49,"BJSRB01","1","1",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_1_2",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.7068615767165,8.46252851556601e-49,0,0,38,1.644092469446e-49,49,"BJSRB01","1","2",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_1_3",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.5067362632015,3.41349080462702e-37,0,0,56,6.58618992861179e-38,49,"BJSRB01","1","3",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_1_4",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.3563934238113,8.19984185706605e-35,0,0,17,1.56950006882462e-35,49,"BJSRB01","1","4",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0.0390131979776103,0,"rmbl_BJSRB01_1_5",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,16.3782331884123,0.00568406813704653,0.0115003302491284,0.000307729489133448,27,0.000114798765484762,49,"BJSRB01","1","5",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,1.46828516161798e-47,0,"rmbl_BJSRB01_1_6",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0.361155199505692,0.0138544480521959,47.3805144708418,2.43352469711071e-24,8.80211337964906e-30,2.96858578234649e-31,14,4.26445609125597e-25,49,"BJSRB01","1","6",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_1_7",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.4990395085387,4.19372947798399e-38,0,0,40,8.06275216322288e-39,49,"BJSRB01","1","7",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0.0435866506671973,0,"rmbl_BJSRB01_1_8",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.5026101100836,1.2798717321593e-37,0.0081158136000261,0,40,2.46423491886739e-38,49,"BJSRB01","1","8",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,5.24651908748355e-42,0,"rmbl_BJSRB01_1_9",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,39.3289156170971,3.84264377063147e-26,3.14519665959401e-24,1.7421375301002e-27,37,9.39799831413099e-28,49,"BJSRB01","1","9",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_1_10",4,60,500,0.2,1,49.9533139112292,76.2938028221195,12.3,6.9846423010877,0.109159768924482,0,0,49.8443568445522,2.94268947140351e-54,0,0,45,5.74107192072943e-55,49,"BJSRB01","1","10",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,6.2436299956349e-15,0,"rmbl_BJSRB01_2_1",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.5705922241926,3.59290823549473e-41,0.00183497250836029,0,37,6.93109267965401e-42,50,"BJSRB01","2","1",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_2_2",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.705467778034,6.70283934040104e-49,0,0,38,1.29992181190969e-49,50,"BJSRB01","2","2",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_2_3",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.5217682662331,1.50326820217493e-37,0,0,62,2.88997181404228e-38,50,"BJSRB01","2","3",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_2_4",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.3720866823952,1.54490188549097e-35,0,0,34,2.95404027305249e-36,50,"BJSRB01","2","4",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0.0542586626045002,0.0132006770802186,"rmbl_BJSRB01_2_5",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,15.4122181803461,0.00927715157897193,0.0133822290094376,0.000637533249673954,37,0.00017371996856342,50,"BJSRB01","2","5",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,6.59207822012667e-11,0,"rmbl_BJSRB01_2_6",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,31.7573382043403,0.00231390177784346,0.00214469338615532,8.34373522590138e-05,37,5.35546808526635e-05,50,"BJSRB01","2","6",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_2_7",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.4989111565213,2.37301496086612e-38,0,0,45,4.56199274228094e-39,50,"BJSRB01","2","7",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0.0111075048995231,0,"rmbl_BJSRB01_2_8",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.4891376848687,2.59461678917837e-37,0.00667010219044869,0,38,4.9852298722499e-38,50,"BJSRB01","2","8",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,4.99642121893873e-15,0,"rmbl_BJSRB01_2_9",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,30.5674960749904,5.84048270503591e-08,0.00204592912336966,2.72645653366641e-09,38,1.36132996953421e-09,50,"BJSRB01","2","9",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_2_10",4,60,500,0.2,1,51.571200337562,74.856390654447,12.3,6.9846423010877,0.109159768924482,0,0,49.8257892085731,1.65564107464358e-53,0,0,44,3.22745758032036e-54,50,"BJSRB01","2","10",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,3.77275335359355e-50,0,"rmbl_BJSRB01_3_1",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,49.5678261330789,8.21927589346364e-42,2.26169981416879e-32,0,40,1.5830476678384e-42,51,"BJSRB01","3","1",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_3_2",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,49.6976220497946,3.90000734606341e-49,0,0,44,7.56617027741669e-50,51,"BJSRB01","3","2",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_3_3",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,49.5045264499583,1.91836880207421e-37,0,0,65,3.69463734850353e-38,51,"BJSRB01","3","3",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,6.85167354194203e-18,0,"rmbl_BJSRB01_3_4",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,38.0772622560687,8.09761929725536e-05,0.000436779933039931,6.77331932654529e-06,30,1.23774954920172e-06,51,"BJSRB01","3","4",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0.0349314804744364,0,"rmbl_BJSRB01_3_5",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,18.5267772543678,0.00466223086691709,0.011825907545052,0.000266197559166018,40,9.89688320058746e-05,51,"BJSRB01","3","5",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,1.17326186749853e-18,0,"rmbl_BJSRB01_3_6",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0.312036971897199,0.0215741071382757,38.7355434925883,0.000446519507582148,0.00170059601478875,3.36091540458568e-05,40,9.53622767335791e-06,51,"BJSRB01","3","6",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_3_7",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,49.4873181339667,1.23783011697662e-38,0,0,52,2.37797479631179e-39,51,"BJSRB01","3","7",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0.00207791602658335,0,"rmbl_BJSRB01_3_8",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,49.4825746480723,8.09178160518658e-38,0.00443520587538886,0,44,1.55436309723107e-38,51,"BJSRB01","3","8",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
"0","0","0","0",0.368448672652026,2800.15103019093,2.5,0,0,"rmbl_BJSRB01_3_9",4,60,500,0.2,1,57.0503544826332,75.5900818873301,12.3,6.9846423010877,0.109159768924482,0,0,49.3959428900179,1.50978759849505e-35,0,0,41,2.8870198853126e-36,51,"BJSRB01","3","9",38.913339,-107.03855,323255.304685255,4309135.2883889,0.00831152263374486,13.1272727272727,"diploid","female"
