"","Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","prefix_this","minsize","maxsize","n_iterations","size_mean_initial","size_sd_initial","n_S_initial","n_A_initial","size_mean_final","n_A_final","n_S_final","longevity_90_final","n_S_lag_factor","n_S_scale_factor","SWE.mean","Tmax.mean","basal_area_density_final","n_A_final_gt_30_cm","cv_n_A_final_ten","index","pixel","replicate_climate_resample","replicate_data_resample","Ploidy_level","geneticSexID"
"1","0","0","0","0",-0.811225295066833,3083.4375,"map_978_1_1",5,70,300,20,5,3.10608165270146,0.1,10.7283626516814,0.138571087608905,2.51041351805803,12,0.2,1,64.4595073853616,22.4829117564796,0.00176309702809192,0.00444915349567294,0.384495010631854,1,978,1,"1","diploid","female"
"2","0","0","0","0",-0.811225295066833,3083.4375,"map_978_1_2",5,70,300,20,5,3.67380346581815,0.1,10.0531856510411,0.245397794373845,2.08720173741106,11,0.2,1,64.4595073853616,22.4829117564796,0.00257525898989264,0.00550434299775737,0.665248186788052,1,978,1,"2","diploid","female"
"3","0","0","0","0",-0.811225295066833,3083.4375,"map_978_1_3",5,70,300,20,5,4.64075255075425,0.1,7.0250875612112,0.07294470435269,2.87311197209174,11,0.2,1,64.4595073853616,22.4829117564796,0.000310563009387282,6.5896272473233e-06,0.815335510173832,1,978,1,"3","diploid","female"
"4","0","0","0","0",-0.822242736816406,3114.07470703125,"map_979_1_1",5,70,300,20,5,3.11941534281861,0.1,12.0781416189082,0.123124435210034,2.91025926759985,20,0.2,1,66.4092923676057,22.479649503841,0.00193845595294767,0.00501354756775098,0.403159448151958,2,979,1,"1","diploid","female"
"5","0","0","0","0",-0.822242736816406,3114.07470703125,"map_979_1_2",5,70,300,20,5,3.79212416728189,0.1,12.2739268819603,0.115261751417675,3.86561741644598,14,0.2,1,66.4092923676057,22.479649503841,0.0016902051141575,0.00314576681696225,0.708772390689469,2,979,1,"2","diploid","female"
"6","0","0","0","0",-0.822242736816406,3114.07470703125,"map_979_1_3",5,70,300,20,5,4.47757841362793,0.1,7.58774813144055,0.0783693330578558,2.88084318684539,16,0.2,1,66.4092923676057,22.479649503841,0.000399998933460943,2.56054453482683e-05,0.745353602402772,2,979,1,"3","diploid","female"
"7","0","0","0","0",-0.506825804710388,3098.98779296875,"map_2235_1_1",5,70,300,20,5,3.28733379091793,0.1,11.4723541644279,0.224318495280236,2.87990312207412,29,0.2,1,82.3077176116233,23.2421905119422,0.00357667470062241,0.00919037624374683,0.23843448570893,3,2235,1,"1","diploid","female"
"8","0","0","0","0",-0.506825804710388,3098.98779296875,"map_2235_1_2",5,70,300,20,5,5.26219555159424,0.1,9.18644553089794,0.234843284689506,2.66968918540059,13,0.2,1,82.3077176116233,23.2421905119422,0.00212074599702717,0.00160001494068645,0.402201251343827,3,2235,1,"2","diploid","female"
"9","0","0","0","0",-0.506825804710388,3098.98779296875,"map_2235_1_3",5,70,300,20,5,4.28494102970937,0.1,5.96681779520178,0.202999012808467,3.24928537309978,29,0.2,1,82.3077176116233,23.2421905119422,0.000645314557536584,5.79464904842479e-05,0.63021078573826,3,2235,1,"3","diploid","female"
"10","0","0","0","0",-0.479843199253082,3196.03735351562,"map_2236_1_1",5,70,300,20,5,3.40103992957056,0.1,13.9453144960504,0.266928512911481,1.78632062797559,72,0.2,1,85.4516093960632,23.2290319142812,0.00607719068819347,0.0198319039856553,0.157349923852092,4,2236,1,"1","diploid","female"
