"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"BCNTS01",2023,501,2023-06-26,"EC CP",0,1,52,0,20,1,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,26.1,NA,NA,34.2119439975928,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0584591159198881,NA,NA,0.0584591159198881,0.0711221501589687,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00531446508362619,NA,NA,0.00531446508362619,0.0064656500144517
"BCOE",2018,268,2018-07-10,NA,NA,NA,2,0,NA,NA,NA,1,NA,11,1,4.3,58.0880481648753,2,0,11,0,1,10,37.2,29.0888888888889,0.0444019469983775,58.0880481648753,NA,NA,NA,NA,NA,NA,2,2,0.0344304906634711,0,0.0344304906634711,0.0172152453317356,0.0344304906634711,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0.0031300446057701,0,0.0031300446057701,0.0172152453317356,0.0031300446057701
"BCOE",2023,268,2023-07-06,"VM, MB",0,0,0,0,1,0,6,3,"pretty healthy, one conjoined tree pretty much dead (counted in standing dead count)",1,1,NA,NA,3,NA,1,0,0,1,37.5,NA,NA,58.0880481648753,11,11,5,NA,NA,0.712523921671231,3.71252392167123,NA,0.0516457359952067,NA,NA,0.0516457359952067,0.0639120101115073,0.272727272727273,NA,NA,0.272727272727273,0.337502174697385,0.00469506690865516,NA,NA,0.00469506690865516,0.00581018273740976
"BCSFE01",2018,502,2018-08-08,NA,0,1,0,2,NA,NA,NA,1,"Brush creek small forest extension",11,1,2.5,19.6349540849362,1,0,11,0,1,10,23.7,17.21,0.05039504,19.6349540849362,NA,NA,NA,NA,NA,NA,1,1,0.0509295817894065,0,0.0509295817894065,0.0509295817894065,0.0509295817894065,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00462996198085514,0,0.00462996198085514,0.0509295817894065,0.00462996198085514
"BCSFE01",2020,502,2020-07-14,"Gavin, Courtenay, Aiden",0,1,0,2,3,0,7,1,NA,11,1,2.4,18.0955736846772,1,0,11,0,1,10,24,17.3636363636364,0.0610888888888889,18.0955736846772,11,11,2,1,0,0.290747794353651,1,1,0.0552621330180192,0,0.0552621330180192,0.0552621330180192,0.0552621330180192,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00502383027436538,0,0.00502383027436538,0.0552621330180192,0.00502383027436538
"BCSFE01",2023,502,2023-06-27,"EC CP",0,1,8,1,2,1,5,1,"at stand edge, very open",1,1,NA,NA,1,NA,1,0,0,1,24.4,NA,NA,19.6349540849362,11,11,3,NA,NA,0.433227018227027,1.43322701822703,NA,0.0509295817894065,NA,NA,0.0509295817894065,0.0729936526475806,0.0909090909090909,NA,NA,0.0909090909090909,0.130293365293366,0.00462996198085514,NA,NA,0.00462996198085514,0.00663578660432551
"BDGAP",2018,445,2018-07-25,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,5.3,88.2473376393373,0,0,11,0,0,11,25.4,23.8090909090909,0.0223712709149163,88.2473376393373,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDGAP",2020,445,2020-07-27,"Gavin + Aidan",0,0,0,0,0,0,4,1,"na",11,1,4.2,55.4176944093239,1,0,11,0,1,10,25.8,23.825,0.0389059523809524,55.4176944093239,11,11,2,1,0,0.290747794353651,1,1,0.0180447781283328,0,0.0180447781283328,0.0180447781283328,0.0180447781283328,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00164043437530298,0,0.00164043437530298,0.0180447781283328,0.00164043437530298
"BDGAP",2023,445,2023-07-05,"EC, VM, MB",0,0,13,0,0,0,2,2,NA,1,1,NA,NA,2,NA,1,0,0,1,26.1,NA,NA,88.2473376393373,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0226635732419929,NA,NA,0.0226635732419929,0.0275728093709921,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00206032484018118,NA,NA,0.00206032484018118,0.00250661903372656
"BDRF",2018,99,2018-06-28,NA,NA,NA,20,1,NA,NA,NA,1,NA,11,1,3.2,32.1699087727595,1,2,11,0,1,10,24.2,17.14,0.035504296875,32.1699087727595,NA,NA,NA,NA,NA,NA,1,3,0.0310849498226358,0.0621698996452716,0.0932548494679074,0.0310849498226358,0.0310849498226358,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00282590452933053,0.00565180905866106,0.00847771358799158,0.0310849498226358,0.00282590452933053
"BDRF",2023,99,2023-07-11,"HL VM",0,0,9,8,1,2,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.7,NA,NA,32.1699087727595,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.0221487703525779,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.00201352457750708
"BFPMS",2018,412,2018-07-23,NA,0,0,12,2,NA,NA,NA,1,NA,11,1,3.4,36.316811075498,1,2,11,0,1,10,9,10.96,0.0109264705882353,36.316811075498,NA,NA,NA,NA,NA,NA,1,3,0.0275354572823348,0.0550709145646697,0.0826063718470045,0.0275354572823348,0.0275354572823348,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00250322338930317,0.00500644677860633,0.0075096701679095,0.0275354572823348,0.00250322338930317
"BFPMS",2020,412,2020-07-20,"Gavin, Aiden",1,0,9,4,2,0,8,2,NA,11,1,3.2,32.1699087727595,2,2,11,0,2,9,9.4,10.96,0.0124759765625,32.1699087727595,11,11,2,1,0,0.290747794353651,2,4,0.0621698996452716,0.0621698996452716,0.124339799290543,0.0621698996452716,0.0621698996452716,0.181818181818182,0.181818181818182,0.363636363636364,2,0.181818181818182,0.00565180905866106,0.00565180905866106,0.0113036181173221,0.0621698996452716,0.00565180905866106
"BFPMS",2023,412,2023-07-17,"EC, HL",1,0,5,11,0,0,6,2,"very open, surrounding conifers",11,1,3.2,32.1699087727595,2,5,11,0,2,9,10.1,11.38,0.013418359375,32.1699087727595,11,11,3,1,0,0.433227018227027,2,7,0.0621698996452716,0.155424749113179,0.217594648758451,0.0621698996452716,0.0621698996452716,0.181818181818182,0.454545454545455,0.636363636363636,2,0.181818181818182,0.00565180905866106,0.0141295226466526,0.0197813317053137,0.0621698996452716,0.00565180905866106
"BJSRA01",2018,487,2018-07-27,NA,0,0,3,0,NA,NA,NA,1,"Be joyful slate river A. coordinates updated based on Lake data.",10,1,5.7,102.070345315132,1,0,10,0,1,9,23.1,16.6333333333333,0.00812123730378578,102.070345315132,NA,NA,NA,NA,NA,NA,1,1,0.00979716485638014,0,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.1,0,0.1,1,0.1,0.000979716485638014,0,0.000979716485638014,0.00979716485638014,0.000979716485638014
"BJSRA01",2020,487,2020-07-21,"Gavin, Courtenay",1,0,0,0,4,0,5,1,"Slate river A, bimodal leaf size",11,1,5.9,109.358840271461,1,10,11,0,1,10,23.5,15.67,0.00781904625107727,109.358840271461,10,10,2,1,0,0.264316176685138,1,11,0.00914420816385495,0.0914420816385495,0.100586289802404,0.00914420816385495,0.00914420816385495,0.0909090909090909,0.909090909090909,1,1,0.0909090909090909,0.00083129165125954,0.00831291651259541,0.00914420816385495,0.00914420816385495,0.00083129165125954
"BJSRA01",2023,487,2023-07-07,"EC, MB",1,1,10,0,1,0,6,2,"very open",1,1,NA,NA,2,NA,1,0,0,1,23.7,NA,NA,102.070345315132,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0195943297127603,NA,NA,0.0195943297127603,0.0238387262305685,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00178130270116003,NA,NA,0.00178130270116003,0.00216715693005168
"BJSRB01",2018,488,2018-07-27,NA,0,0,7,3,NA,NA,NA,2,"Be joyful slate river B. coordinates updated with data from Lake.",11,1,5.4,91.6088417786784,2,0,11,0,2,9,12.4,14.0777777777778,0.00777431412894376,91.6088417786784,NA,NA,NA,NA,NA,NA,2,2,0.0218319537848965,0,0.0218319537848965,0.0218319537848965,0.0218319537848965,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00198472307135423,0,0.00198472307135423,0.0218319537848965,0.00198472307135423
"BJSRB01",2020,488,2020-07-21,"Gavin, Courtenay",1,0,18,3,1,0,5,2,"Many different sized leaves on trees",11,1,5.2,84.948665353068,2,6,11,0,2,9,12.3,12.525,0.00926941568047337,84.948665353068,11,11,2,1,0,0.290747794353651,2,8,0.0235436306348958,0.0706308919046873,0.094174522539583,0.0235436306348958,0.0235436306348958,0.181818181818182,0.545454545454545,0.727272727272727,2,0.181818181818182,0.0021403300577178,0.00642099017315339,0.00856132023087119,0.0235436306348958,0.0021403300577178
"BJSRB01",2023,488,2023-07-07,"EC, MB",1,1,28,3,6,0,4,5,"very open (roughly standard leaf sizes)",1,1,NA,NA,5,NA,1,0,0,1,13.1,NA,NA,91.6088417786784,11,11,3,NA,NA,0.433227018227027,5.43322701822703,NA,0.0545798844622412,NA,NA,0.0545798844622412,0.0593089805823917,0.454545454545455,NA,NA,0.454545454545455,0.49392972892973,0.00496180767838556,NA,NA,0.00496180767838556,0.00539172550749015
"BJSRC01",2018,489,2018-07-27,NA,0,0,0,0,NA,NA,NA,1,"Be joyful slate river C. Coordinates updated with data from Lake",10,1,2.8,24.630086404144,1,0,10,0,1,9,16.5,12.6888888888889,0.0207216836734694,24.630086404144,NA,NA,NA,NA,NA,NA,1,1,0.0406007507887488,0,0.0406007507887488,0.0406007507887488,0.0406007507887488,0.1,0,0.1,1,0.1,0.00406007507887488,0,0.00406007507887488,0.0406007507887488,0.00406007507887488
"BJSRC01",2020,489,2020-07-21,"Gavin, Courtenay",0,1,0,0,0,0,4,3,"Poop and cow path nearby",11,1,2.1,13.854423602331,3,2,11,0,3,8,16.6,13.5,0.046615873015873,13.854423602331,10,10,2,1,0,0.264316176685138,3,5,0.216537337539994,0.144358225026662,0.360895562566656,0.216537337539994,0.216537337539994,0.272727272727273,0.181818181818182,0.454545454545455,3,0.272727272727273,0.0196852125036358,0.0131234750024239,0.0328086875060596,0.216537337539994,0.0196852125036358
"BJSRC01",2023,489,2023-07-07,"EC, MB",0,1,0,0,0,0,2,3,NA,11,1,2.1,13.854423602331,3,2,10,1,2,8,16.9,14.4454545454545,0.0588714285714286,13.854423602331,11,10,3,0.909090909090909,0.0312706872849103,0.433227018227027,3,5,0.216537337539994,0.144358225026662,0.360895562566656,0.216537337539994,0.216537337539994,0.272727272727273,0.181818181818182,0.454545454545455,3,0.272727272727273,0.0196852125036358,0.0131234750024239,0.0328086875060596,0.216537337539994,0.0196852125036358
"BLRZ",2018,135,2018-07-01,NA,NA,NA,0,1,NA,NA,NA,1,NA,11,1,5.5,95.0331777710912,1,0,11,0,1,10,6.2,11.59,0.00793510743801653,95.0331777710912,NA,NA,NA,NA,NA,NA,1,1,0.0105226408655799,0,0.0105226408655799,0.0105226408655799,0.0105226408655799,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000956603715052714,0,0.000956603715052714,0.0105226408655799,0.000956603715052714
"BNXX",2018,212,2018-07-06,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,3.3,34.2119439975928,0,0,11,0,0,11,21.7,21.8545454545455,0.0489742883379247,34.2119439975928,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BNXX",2023,212,2023-07-10,"HL, VM",0,0,1,0,0,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,22.8,NA,NA,34.2119439975928,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.0208267592663359,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.00189334175148508
"BOZM",2018,67,2018-06-26,NA,NA,NA,0,2,NA,NA,NA,1,NA,11,1,4.6,66.47610054996,1,0,11,0,1,10,21.7,22.85,0.0251466446124764,66.47610054996,NA,NA,NA,NA,NA,NA,1,1,0.0150430002922396,0,0.0150430002922396,0.0150430002922396,0.0150430002922396,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00136754548111269,0,0.00136754548111269,0.0150430002922396,0.00136754548111269
"BRDPJ",2018,308,2018-07-14,NA,1,1,1,2,NA,NA,NA,3,"Sparse but not unhealthy. unhealthy based on photos",11,1,4.8,72.3822947387088,3,1,11,0,3,8,25.9,22.2,0.0173907986111111,72.3822947387088,NA,NA,NA,NA,NA,NA,3,4,0.0414465997635144,0.0138155332545048,0.0552621330180192,0.0414465997635144,0.0414465997635144,0.272727272727273,0.0909090909090909,0.363636363636364,3,0.272727272727273,0.00376787270577404,0.00125595756859135,0.00502383027436538,0.0414465997635144,0.00376787270577404
"BRDPJ",2020,308,2020-07-13,"Gavin, Courtenay, Aiden",1,1,0,3,0,0,9,1,"not unhealthy, bear poop on plot",11,1,4.9,75.4296396126909,3,3,11,0,1,10,25.5,22.3125,0.0168161182840483,75.4296396126909,11,11,2,1,0,0.290747794353651,3,6,0.039772164037958,0.039772164037958,0.079544328075916,0.0132573880126527,0.039772164037958,0.272727272727273,0.272727272727273,0.545454545454545,1,0.272727272727273,0.003615651276178,0.003615651276178,0.007231302552356,0.0132573880126527,0.003615651276178
"BRDPJ",2023,308,2023-07-13,"EC MB",1,0,5,3,0,0,9,4,"unhealthy but beautiful",1,1,NA,NA,4,NA,0,1,0,0,NA,NA,NA,72.3822947387088,11,10,3,NA,NA,0.433227018227027,4.43322701822703,NA,0.0552621330180192,NA,NA,0.0552621330180192,0.0612473952950847,0.363636363636364,NA,NA,0.363636363636364,0.403020638020639,0.00502383027436538,NA,NA,0.00502383027436538,0.00556794502682588
"BS",2020,NA,2020-07-16,"Gavin",0,0,NA,NA,NA,NA,NA,0,"Baldy Summit, see scan for map, measured from base",6,1,0.67,1.41026094219646,0,0,6,0,0,6,3,2.56666666666667,0.0148719091111606,1.41026094219646,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUCDS",2018,328,2018-07-16,NA,NA,NA,11,0,NA,NA,NA,0,NA,11,1,5.5,95.0331777710912,0,0,11,0,0,11,28.7,21.2,0.0186094545454545,95.0331777710912,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUCDS",2020,328,2020-07-20,"Gavin, Aidan",0,1,8,0,7,0,4,0,NA,11,1,5.6,98.5203456165759,0,0,11,0,0,11,28.9,20.6272727272727,0.0176006696428571,98.5203456165759,11,11,2,1,0,0.290747794353651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUCDS",2023,328,2023-07-17,"EC, HL",0,1,29,1,3,0,4,0,NA,1,1,NA,NA,0,NA,1,0,0,1,29.6,NA,NA,95.0331777710912,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00455869232606902,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000414426575097184
"BVNP",2018,102,2018-06-28,NA,NA,NA,6,1,NA,NA,NA,2,NA,10,1,9.3,271.716348608981,2,2,10,0,2,8,37.6,26.6625,0.0084477627471384,271.716348608981,NA,NA,NA,NA,NA,NA,2,4,0.00736061709293076,0.00736061709293076,0.0147212341858615,0.00736061709293076,0.00736061709293076,0.2,0.2,0.4,2,0.2,0.000736061709293076,0.000736061709293076,0.00147212341858615,0.00736061709293076,0.000736061709293076
"BVNP",2023,102,2023-07-11,"HL VM",0,0,9,5,1,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,39.5,NA,NA,271.716348608981,10,10,5,NA,NA,0.647749019701119,0.647749019701119,NA,0,NA,NA,0,0.0023839162531706,0,NA,NA,0,0.0588862745182836,0,NA,NA,0,0.000216719659379146
"BWCM",2018,79,2018-06-27,NA,NA,NA,10,6,NA,NA,NA,1,NA,11,1,4.5,63.6172512351933,1,0,11,0,1,10,19.6,27.12,0.0372148148148148,63.6172512351933,NA,NA,NA,NA,NA,NA,1,1,0.0157190067251255,0,0.0157190067251255,0.0157190067251255,0.0157190067251255,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00142900061137504,0,0.00142900061137504,0.0157190067251255,0.00142900061137504
"BWRE",2018,206,2018-07-03,NA,NA,NA,5,1,NA,NA,NA,1,NA,11,1,7.8,191.134497044403,1,1,11,0,1,10,14.4,10.58,0.00190216962524655,191.134497044403,NA,NA,NA,NA,NA,NA,1,2,0.00523191791886572,0.00523191791886572,0.0104638358377314,0.00523191791886572,0.00523191791886572,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000475628901715066,0.000475628901715066,0.000951257803430132,0.00523191791886572,0.000475628901715066
"BWRE",2023,206,2023-07-17,"MB, VM",0,0,0,3,0,0,2,7,NA,1,1,NA,NA,7,NA,1,0,0,1,15.9,NA,NA,191.134497044403,11,11,5,NA,NA,0.712523921671231,7.71252392167123,NA,0.0366234254320601,NA,NA,0.0366234254320601,0.0403512921054723,0.636363636363636,NA,NA,0.636363636363636,0.701138538333748,0.00332940231200546,NA,NA,0.00332940231200546,0.00366829928231566
"BXKLR",2018,316,2018-07-16,NA,NA,NA,27,14,NA,NA,NA,0,NA,10,1,6.7,141.026094219646,0,0,10,0,0,10,19,16.67,0.00651581644018712,141.026094219646,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BXKLR",2020,316,2020-07-15,"Gavin,  Aidan",0,0,20,13,4,3,2,0,NA,11,1,6.7,141.026094219646,0,0,11,0,0,11,19.5,16.0454545454545,0.00683896190688349,141.026094219646,10,10,2,1,0,0.264316176685138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BXKLR",2023,316,2023-08-19,"BB, CR",0,0,32,12,7,4,2,0,NA,11,1,4.8,72.3822947387088,0,2,11,0,0,11,19.7,14.8428571428571,0.0154592881944444,72.3822947387088,11,11,3,1,0,0.433227018227027,0,2,0,0.0276310665090096,0.0276310665090096,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.00251191513718269,0.00251191513718269,0,0
"BYFM",2018,35,2018-06-25,NA,NA,NA,3,0,NA,NA,NA,0,NA,11,1,9,254.469004940773,0,0,11,0,0,11,26.5,17.2727272727273,0.00567585185185185,254.469004940773,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BYUQ",2018,157,2018-07-02,NA,NA,NA,12,7,NA,NA,NA,0,NA,11,1,5.6,98.5203456165759,0,0,11,0,0,11,13.5,20.9636363636364,0.0174725765306122,98.5203456165759,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BYUQ",2023,157,2023-07-18,"HL, VM",0,0,1,18,0,0,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,15.1,NA,NA,98.5203456165759,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0101501876971872,NA,NA,0.0101501876971872,0.0173824392408861,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000922744336107928,NA,NA,0.000922744336107928,0.00158022174917147
"CAJTV",2018,468,2018-07-26,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,9.4,277.591126871194,0,1,11,0,0,11,18.1,12.9272727272727,0.00240165233137166,277.591126871194,NA,NA,NA,NA,NA,NA,0,1,0,0.00360242062227015,0.00360242062227015,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000327492783842741,0.000327492783842741,0,0
"CAJTV",2020,468,2020-07-22,"Aidan, Courtenay",0,0,2,0,0,0,0,0,NA,11,1,8.5,226.980069221863,0,2,11,0,0,11,18.3,13.1083333333333,0.00326744636678201,226.980069221863,11,11,2,1,0,0.290747794353651,0,2,0,0.00881134633034715,0.00881134633034715,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.000801031484577013,0.000801031484577013,0,0
"CAJTV",2023,468,2023-07-11,"EC MB",0,0,2,0,0,0,0,0,"edge of aspen clearing. 5 stars",1,1,NA,NA,0,NA,1,0,0,1,20,NA,NA,277.591126871194,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00156066594458565,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000141878722235059
"CAKME",2018,401,2018-07-21,NA,NA,0,0,0,NA,NA,NA,2,NA,11,1,3,28.2743338823081,2,1,11,0,2,9,18.3,16.1666666666667,0.0322007777777778,28.2743338823081,NA,NA,NA,NA,NA,NA,2,3,0.0707355302630646,0.0353677651315323,0.106103295394597,0.0707355302630646,0.0707355302630646,0.181818181818182,0.0909090909090909,0.272727272727273,2,0.181818181818182,0.00643050275118769,0.00321525137559385,0.00964575412678153,0.0707355302630646,0.00643050275118769
"CAKME",2020,401,2020-07-22,"Gavin + Ben",0,0,0,0,0,0,5,2,NA,11,1,3,28.2743338823081,2,7,11,0,2,9,18.9,16.8,0.0343244444444444,28.2743338823081,11,11,2,1,0,0.290747794353651,2,9,0.0707355302630646,0.247574355920726,0.318309886183791,0.0707355302630646,0.0707355302630646,0.181818181818182,0.636363636363636,0.818181818181818,2,0.181818181818182,0.00643050275118769,0.0225067596291569,0.0289372623803446,0.0707355302630646,0.00643050275118769
"CAKME",2023,401,2023-07-07,"EC, MB",0,1,1,0,1,0,4,3,"steep, 2/5",1,1,NA,NA,3,NA,1,0,1,0,NA,NA,NA,28.2743338823081,11,11,3,NA,NA,0.433227018227027,3.43322701822703,NA,0.106103295394597,NA,NA,0.106103295394597,0.121425566823884,0.272727272727273,NA,NA,0.272727272727273,0.312111547111548,0.00964575412678153,NA,NA,0.00964575412678153,0.0110386878930804
"CAVWP",2018,391,2018-07-21,NA,0,0,2,0,NA,NA,NA,0,"very red petioles",11,1,8.4,221.670777637296,0,2,11,0,0,11,19.8,17.2818181818182,0.00508314909297052,221.670777637296,NA,NA,NA,NA,NA,NA,0,2,0,0.0090223890641664,0.0090223890641664,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.000820217187651491,0.000820217187651491,0,0
"CAVWP",2020,391,2020-07-22,"Gavin + Ben",0,0,1,0,1,0,0,0,"Very red petioles",11,1,8.7,237.787147950211,0,8,11,0,0,11,20.5,16.9,0.00465219976218787,237.787147950211,11,11,2,1,0,0.290747794353651,0,8,0,0.0336435340133482,0.0336435340133482,0,0,0,0.727272727272727,0.727272727272727,0,0,0,0.00305850309212256,0.00305850309212256,0,0
"CAVWP",2023,391,2023-07-07,"EC, MB",1,0,0,1,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,21.7,NA,NA,221.670777637296,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00195437135577647,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000177670123252407
"CBBE",2018,241,2018-07-08,NA,0,0,1,0,NA,NA,NA,0,NA,11,1,4.9,75.4296396126909,0,1,11,0,0,11,24.9,19.5,0.0185004164931279,75.4296396126909,NA,NA,NA,NA,NA,NA,0,1,0,0.0132573880126527,0.0132573880126527,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00120521709205933,0.00120521709205933,0,0
"CBBE",2023,241,2023-07-10,"HL, VM",0,0,0,0,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,26,NA,NA,75.4296396126909,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00944620609789245,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000858746008899314
"CBLGE01",2018,442,2018-07-24,NA,1,0,0,4,NA,NA,NA,1,"CrestedButte Lake Grant edge. skipping PFZRH due tohomeowner property boundary nearby",11,1,4.2,55.4176944093239,1,1,11,0,1,10,21.6,12.66,0.0116532879818594,55.4176944093239,NA,NA,NA,NA,NA,NA,1,2,0.0180447781283328,0.0180447781283328,0.0360895562566656,0.0180447781283328,0.0180447781283328,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00164043437530298,0.00164043437530298,0.00328086875060596,0.0180447781283328,0.00164043437530298
"CBLGE01",2020,442,2020-07-09,"Gavin, Courtenay",1,0,0,4,NA,NA,8,0,"Crested Butte Lake Grant Edge. Skipping PFZRH due to homeowner boundary nearby",11,1,3.2,32.1699087727595,1,4,10,1,0,10,21.3,13.0916666666667,0.02629267578125,32.1699087727595,11,10,2,0.909090909090909,0.0465361826677765,0.290747794353651,1,5,0.0310849498226358,0.124339799290543,0.155424749113179,0,0.0310849498226358,0.0909090909090909,0.363636363636364,0.454545454545455,0,0.0909090909090909,0.00282590452933053,0.0113036181173221,0.0141295226466526,0,0.00282590452933053
"CC01",2018,210,2018-07-03,NA,NA,NA,2,2,NA,NA,NA,0,NA,11,1,6.5,132.732289614169,0,0,11,0,0,11,15.1,14.5636363636364,0.00641330177514793,132.732289614169,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC01",2023,210,2023-07-17,"MB, VM",0,0,0,0,2,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,18.1,NA,NA,132.732289614169,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00536812800971356,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000488011637246687
"CCBAH01",2018,366,2018-07-19,NA,1,0,12,3,NA,NA,NA,3,NA,11,1,5.8,105.683176866761,3,2,11,0,3,8,14.8,9.35,0.00243317479191439,105.683176866761,NA,NA,NA,NA,NA,NA,3,5,0.0283867318237625,0.0189244878825084,0.0473112197062709,0.0283867318237625,0.0283867318237625,0.272727272727273,0.181818181818182,0.454545454545455,3,0.272727272727273,0.00258061198397841,0.00172040798931894,0.00430101997329735,0.0283867318237625,0.00258061198397841
"CCBAH01",2020,366,2020-08-07,"Gavin and Aidan",1,0,12,3,3,0,5,3,NA,11,1,5.7,102.070345315132,4,1,10,1,3,7,14.6,10.575,0.00307491535857187,102.070345315132,11,10,2,0.909090909090909,0.0465361826677765,0.290747794353651,4,5,0.0391886594255206,0.00979716485638014,0.0489858242819007,0.0293914945691404,0.0391886594255206,0.363636363636364,0.0909090909090909,0.454545454545455,3,0.363636363636364,0.00356260540232005,0.000890651350580013,0.00445325675290006,0.0293914945691404,0.00356260540232005
"CCBAH01",2023,366,2023-07-19,"VM, MB",0,0,3,7,2,4,4,4,NA,1,1,NA,NA,4,NA,1,0,0,1,14.9,NA,NA,105.683176866761,10,11,3,NA,NA,0.393842743842752,4.39384274384275,NA,0.0378489757650167,NA,NA,0.0378489757650167,0.0415756118817497,0.363636363636364,NA,NA,0.363636363636364,0.39944024944025,0.00344081597863788,NA,NA,0.00344081597863788,0.00377960108015907
