"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_live_m2","na.rm","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","estimate_standing_dead_deflate_v3_numerator","years_since_previous_survey","estimate_standing_dead_deflate_v3_frac","n_standing_dead_over_count","n_adult_dead_w_background_mortality_estimate_and_standing_dead_count_correction","estimate_standing_dead_inflate_v3_numerator","estimate_standing_dead_inflate_v3_frac","n_standing_dead_under_count","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","n_adult_dead_w_background_mortality_estimate_and_standing_dead_count_correction_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_w_background_mortality_estimate_and_standing_dead_count_correction","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead_w_background_mortality_estimate_and_standing_dead_count_correction_per_m2"
"FSPC",2018,78,2018-06-27,NA,NA,NA,22,5,NA,NA,NA,2,NA,11,1,5.8,105.683176866761,2,0,11,0,2,9,35.7,24.5444444444444,0.48019008090671,TRUE,0.00454367568370987,105.683176866761,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,0.0189244878825084,0,0.0189244878825084,0.0189244878825084,0.0189244878825084,0.0189244878825084,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.181818181818182,0.00172040798931894,0,0.00172040798931894,0.0189244878825084,0.00172040798931894,0.00172040798931894
"FSPC",2023,78,2023-07-11,"HL VM",0,0,10,8,1,2,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,36.4,NA,0.104062115057508,TRUE,NA,105.683176866761,11,11,5,NA,NA,0.784094736359063,0.784094736359063,NA,5,NA,9.52097423123632e-08,0.784096600168543,NA,NA,1.95901922239727e-06,NA,0,NA,NA,0,0.00741929566848284,0.0074193133043028,0,NA,NA,0,0.0712813396690057,0.0712815091062312,0,NA,NA,0,0.000674481424407531,0.000674483027663891
"FSUW",2018,108,2018-06-28,NA,NA,NA,6,0,NA,NA,NA,2,NA,11,1,6,113.097335529233,3,0,11,0,2,9,29.6,23.45,0.378995454543765,TRUE,0.00335105555555556,113.097335529233,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,3,0.0265258238486492,0,0.0265258238486492,0.0176838825657662,0.0265258238486492,0.0265258238486492,0.272727272727273,0,0.272727272727273,2,0.272727272727273,0.272727272727273,0.00241143853169538,0,0.00241143853169538,0.0176838825657662,0.00241143853169538,0.00241143853169538
"FSUW",2023,108,2023-07-14,"MB HL",1,0,3,1,1,1,3,5,"lots of orange striping",1,1,NA,NA,5,NA,1,0,0,1,30.2,NA,0.0716314540945009,TRUE,NA,113.097335529233,11,11,5,NA,NA,0.784094736359063,5.78409473635906,NA,5,NA,9.52097423123632e-08,5.78409660016854,NA,NA,1.95901922239727e-06,NA,0.0442097064144154,NA,NA,0.0442097064144154,0.0511426260335199,0.0511426425132139,0.454545454545455,NA,NA,0.454545454545455,0.52582679421446,0.525826963651686,0.00401906421949231,NA,NA,0.00401906421949231,0.0046493296394109,0.0046493311375649
"FUCD",2018,60,2018-06-26,NA,NA,NA,12,0,NA,NA,NA,0,NA,11,1,4.8,72.3822947387088,0,0,11,0,0,11,19.5,19.6181818181818,0.373923353204545,TRUE,0.00516595052083333,72.3822947387088,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FUVF",2018,260,2018-07-10,NA,NA,NA,5,0,NA,NA,NA,1,NA,11,1,3.2,32.1699087727595,2,0,11,0,1,10,17.3,14.5888888888889,0.182065504451653,TRUE,0.0056594970703125,32.1699087727595,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,0.0621698996452716,0,0.0621698996452716,0.0310849498226358,0.0621698996452716,0.0621698996452716,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0.181818181818182,0.00565180905866106,0,0.00565180905866106,0.0310849498226358,0.00565180905866106,0.00565180905866106
"FUVF",2023,260,2023-07-12,"EC AB MW",0,0,9,0,0,0,4,2,NA,1,1,NA,NA,2,NA,1,0,0,1,18,NA,0.0254469004940773,TRUE,NA,32.1699087727595,11,11,5,NA,NA,0.784094736359063,2.78409473635906,NA,5,NA,9.52097423123632e-08,2.78409660016854,NA,NA,1.95901922239727e-06,NA,0.0621698996452716,NA,NA,0.0621698996452716,0.0865434451811859,0.0865435031176101,0.181818181818182,NA,NA,0.181818181818182,0.253099521487188,0.253099690924413,0.00565180905866106,NA,NA,0.00565180905866106,0.00786758592556236,0.00786759119251001
"FXBC",2018,253,2018-07-08,NA,1,0,18,1,NA,NA,NA,1,NA,11,1,7.9,196.066797510539,1,0,11,0,1,10,11.8,9.44,0.0813672497279756,TRUE,0.000414997596539016,196.066797510539,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,0.00510030261470583,0,0.00510030261470583,0.00510030261470583,0.00510030261470583,0.00510030261470583,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.000463663874064166,0,0.000463663874064166,0.00510030261470583,0.000463663874064166,0.000463663874064166
"FXBC",2023,253,2023-07-12,"EC AB MW",1,0,8,4,2,0,6,3,NA,1,1,NA,NA,3,NA,1,0,0,1,12.8,NA,0.0128679635091038,TRUE,NA,196.066797510539,11,11,5,NA,NA,0.784094736359063,3.78409473635906,NA,5,NA,9.52097423123632e-08,3.78409660016854,NA,NA,1.95901922239727e-06,NA,0.0153009078441175,NA,NA,0.0153009078441175,0.0193000282781467,0.0193000377841391,0.272727272727273,NA,NA,0.272727272727273,0.344008612396278,0.344008781833504,0.0013909916221925,NA,NA,0.0013909916221925,0.00175454802528606,0.00175454888946719
"FYSUQ",2018,356,2018-07-19,NA,NA,NA,4,2,NA,NA,NA,1,NA,11,1,7.7,186.265028431339,1,1,11,0,1,10,22.5,25.87,0.539622730727321,TRUE,0.00289706948895261,186.265028431339,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,0.0053686943191734,0.0053686943191734,0.0107373886383468,0.0053686943191734,0.0053686943191734,0.0053686943191734,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.0909090909090909,0.000488063119924854,0.000488063119924854,0.000976126239849708,0.0053686943191734,0.000488063119924854,0.000488063119924854
"FYSUQ",2020,356,2020-08-03,"Gavin and Aidan",0,0,2,2,1,0,1,0,NA,11,1,7.6,181.458391671346,1,1,10,1,0,10,22.7,26.5727272727273,0.627409825042908,TRUE,0.00345759608725762,181.458391671346,11,10,2,0.909090909090909,1,0.320612285120619,1,0,2,0,NA,1,0,0,NA,2,0.00551090523171383,0.00551090523171383,0.0110218104634277,0,0.00551090523171383,0.00551090523171383,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0.000500991384701257,0.000500991384701257,0.00100198276940251,0,0.000500991384701257,0.000500991384701257
"FYSUQ",2023,356,2023-07-28,"HL, VM",0,0,0,1,0,0,1,1,NA,1,1,NA,NA,1,NA,1,0,0,1,24.3,NA,0.0463769761504559,TRUE,NA,186.265028431339,10,11,3,NA,NA,0.433997213709811,1.43399721370981,NA,3,NA,0.000159869606195073,1.43481859551072,NA,NA,0.00098125140710259,NA,0.0053686943191734,NA,NA,0.0053686943191734,0.00769869269495434,0.00770310244276275,0.0909090909090909,NA,NA,0.0909090909090909,0.130363383064528,0.130438054137338,0.000488063119924854,NA,NA,0.000488063119924854,0.000699881154086758,0.000700282040251159
"FYXEJ",2018,339,2018-07-17,NA,0,0,6,0,NA,NA,NA,0,"Site beautiful, like amphitheatre",11,1,9.6,289.529178954835,0,2,11,0,0,11,48.7,31.7727272727273,1.06158735454698,TRUE,0.00366659884982639,289.529178954835,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2,0,0.0069077666272524,0.0069077666272524,0,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0,0.000627978784295673,0.000627978784295673,0,0,0
"FYXEJ",2020,339,2020-08-17,"Ben and Courtenay",0,0,1,0,2,0,1,0,NA,11,1,9.6,289.529178954835,0,3,11,0,0,11,48.5,31.9909090909091,1.07582191086039,TRUE,0.00371576334635417,289.529178954835,11,11,2,1,1,0.320612285120619,0,0,2,0,NA,0,0,0,NA,3,0,0.0103616499408786,0.0103616499408786,0,0,0,0,0.272727272727273,0.272727272727273,0,0,0,0,0.000941968176443509,0.000941968176443509,0,0,0
"FYXEJ",2023,339,2023-07-18,"EC, MB",0,0,6,0,2,0,1,1,"5 stars. Erin's favorite site",11,1,9.6,289.529178954835,1,2,11,0,1,10,48.9,35.25,1.1131942970675,TRUE,0.00384484320746528,289.529178954835,11,11,3,1,1,0.477396935080793,1,0,3,0,NA,1,0,0,NA,3,0.0034538833136262,0.0069077666272524,0.0103616499408786,0.0034538833136262,0.0034538833136262,0.0034538833136262,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.0909090909090909,0.000313989392147836,0.000627978784295673,0.000941968176443509,0.0034538833136262,0.000313989392147836,0.000313989392147836
"FYZG",2018,61,2018-06-26,NA,NA,NA,3,0,NA,NA,NA,4,NA,11,1,5.1,81.7128249198705,4,0,11,0,4,7,25.6,25.5285714285714,0.36202378563091,TRUE,0.00443044021530181,81.7128249198705,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,4,0.0489519240574842,0,0.0489519240574842,0.0489519240574842,0.0489519240574842,0.0489519240574842,0.363636363636364,0,0.363636363636364,4,0.363636363636364,0.363636363636364,0.00445017491431674,0,0.00445017491431674,0.0489519240574842,0.00445017491431674,0.00445017491431674
"GAULT",2018,461,2018-07-24,NA,0,0,13,11,NA,NA,NA,5,NA,11,1,7.2,162.860163162095,5,2,11,0,5,6,15,9.3,0.049175349806641,TRUE,0.000301948302469136,162.860163162095,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,7,0.0307011850100107,0.0122804740040043,0.0429816590140149,0.0307011850100107,0.0307011850100107,0.0307011850100107,0.454545454545455,0.181818181818182,0.636363636363636,5,0.454545454545455,0.454545454545455,0.00279101681909188,0.00111640672763675,0.00390742354672863,0.0307011850100107,0.00279101681909188,0.00279101681909188
"GAULT",2020,461,2020-08-13,"Gavin and Erin",1,0,9,13,3,6,5,3,NA,11,1,7.1,158.367685667461,6,3,9,2,3,6,NA,7.2125,0.0386093883144552,TRUE,0.000243795873834557,158.367685667461,11,9,2,0.818181818181818,0.573603294385426,0.320612285120619,6,0,2,0,NA,6,2,0.181818181818182,NA,9,0.0378865169034466,0.0189432584517233,0.0568297753551699,0.0189432584517233,0.0378865169034466,0.0378865169034466,0.545454545454545,0.272727272727273,0.818181818181818,3,0.545454545454545,0.545454545454545,0.00344422880940424,0.00172211440470212,0.00516634321410636,0.0189432584517233,0.00344422880940424,0.00344422880940424
"GBAI",2018,89,2018-06-27,NA,NA,NA,3,1,NA,NA,NA,2,NA,11,1,5,78.5398163397448,2,0,11,0,2,9,14.6,22.1222222222222,0.422054908852031,TRUE,0.00537377,78.5398163397448,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,0.0254647908947033,0,0.0254647908947033,0.0254647908947033,0.0254647908947033,0.0254647908947033,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.181818181818182,0.00231498099042757,0,0.00231498099042757,0.0254647908947033,0.00231498099042757,0.00231498099042757
"GBAI",2023,89,2023-07-14,"MB HL",1,0,2,3,0,0,3,2,"borderline unhealthy; some orange striping some flaky bark",1,1,NA,NA,2,NA,1,0,0,1,15.5,NA,0.0188691908756237,TRUE,NA,78.5398163397448,11,11,5,NA,NA,0.784094736359063,2.78409473635906,NA,5,NA,9.52097423123632e-08,2.78409660016854,NA,NA,1.95901922239727e-06,NA,0.0254647908947033,NA,NA,0.0254647908947033,0.0354481951462138,0.0354482188769731,0.181818181818182,NA,NA,0.181818181818182,0.253099521487188,0.253099690924413,0.00231498099042757,NA,NA,0.00231498099042757,0.00322256319511034,0.0032225653524521
"GBNL",2018,149,2018-07-02,NA,NA,NA,1,1,NA,NA,NA,0,NA,11,1,6.5,132.732289614169,0,0,11,0,0,11,18.2,21.8181818181818,0.463439894275932,TRUE,0.00349153846153846,132.732289614169,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBNL",2023,149,2023-07-18,"HL, VM",0,0,2,1,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,19.2,NA,0.0289529178954835,TRUE,NA,132.732289614169,11,11,5,NA,NA,0.784094736359063,0.784094736359063,NA,5,NA,9.52097423123632e-08,0.784096600168543,NA,NA,1.95901922239727e-06,NA,0,NA,NA,0,0.0059073397937932,0.00590735383566263,0,NA,NA,0,0.0712813396690057,0.0712815091062312,0,NA,NA,0,0.000537030890344836,0.000537032166878421
"GBNZ",2018,195,2018-07-03,NA,NA,NA,7,1,NA,NA,NA,1,NA,11,1,4.9,75.4296396126909,2,1,11,0,1,10,23.3,18.2444444444444,0.275316613789995,TRUE,0.00364997917534361,75.4296396126909,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,0.0265147760253053,0.0132573880126527,0.039772164037958,0.0132573880126527,0.0265147760253053,0.0265147760253053,0.181818181818182,0.0909090909090909,0.272727272727273,1,0.181818181818182,0.181818181818182,0.00241043418411867,0.00120521709205933,0.003615651276178,0.0132573880126527,0.00241043418411867,0.00241043418411867
"GBNZ",2023,195,2023-07-17,"MB, VM",0,0,10,5,2,0,2,3,NA,1,1,NA,NA,3,NA,1,0,0,1,25,NA,0.0490873852123405,TRUE,NA,75.4296396126909,11,11,5,NA,NA,0.784094736359063,3.78409473635906,NA,5,NA,9.52097423123632e-08,3.78409660016854,NA,NA,1.95901922239727e-06,NA,0.039772164037958,NA,NA,0.039772164037958,0.0501672121965487,0.0501672369057942,0.272727272727273,NA,NA,0.272727272727273,0.344008612396278,0.344008781833504,0.003615651276178,NA,NA,0.003615651276178,0.0045606556542317,0.00456065790052674
"GCJEZ",2018,466,2018-07-26,NA,0,0,2,0,NA,NA,NA,1,NA,11,1,7,153.9380400259,1,0,11,0,1,10,23.3,30.26,0.928507133546424,TRUE,0.00603169387755102,153.9380400259,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,0.00649612012619981,0,0.00649612012619981,0.00649612012619981,0.00649612012619981,0.00649612012619981,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.000590556375109074,0,0.000590556375109074,0.00649612012619981,0.000590556375109074,0.000590556375109074
"GCJEZ",2020,466,2020-07-30,"Gavin + Courtenay",0,0,0,0,0,0,2,0,"re-nailed. nail=short",11,1,7.2,162.860163162095,1,1,10,1,0,10,23.8,29.9272727272727,0.980707837078472,TRUE,0.00602177854938271,162.860163162095,11,10,2,0.909090909090909,1,0.320612285120619,1,0,2,0,NA,1,0,0,NA,2,0.00614023700200213,0.00614023700200213,0.0122804740040043,0,0.00614023700200213,0.00614023700200213,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0.000558203363818376,0.000558203363818376,0.00111640672763675,0,0.000558203363818376,0.000558203363818376
"GCJEZ",2023,466,2023-07-24,"HL, VM",0,0,4,0,0,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.8,NA,0.0483051286415967,TRUE,NA,153.9380400259,10,11,3,NA,NA,0.433997213709811,0.433997213709811,NA,3,NA,0.000159869606195073,0.434818595510719,NA,NA,0.00098125140710259,NA,0,NA,NA,0,0.00281929803469495,0.00282463382954312,0,NA,NA,0,0.0394542921554374,0.0395289632282472,0,NA,NA,0,0.000256299821335904,0.000256784893594829
"GDAOC01",2018,283,2018-07-12,NA,1,NA,8,12,NA,NA,NA,6,"Lots of dead trees and recruits. Are recruits same genotype as adults?",10,1,5.7,102.070345315132,6,1,10,0,6,4,17.1,14.475,0.095981153354312,TRUE,0.000940343182517698,102.070345315132,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,NA,NA,7,0.0587829891382808,0.00979716485638014,0.068580153994661,0.0587829891382808,0.0587829891382808,0.0587829891382808,0.6,0.1,0.7,6,0.6,0.6,0.00587829891382808,0.000979716485638014,0.0068580153994661,0.0587829891382808,0.00587829891382808,0.00587829891382808
"GDAOC01",2020,283,2020-07-27,"Ben + Courtenay",1,0,10,4,3,2,6,3,"na",10,1,5.7,102.070345315132,7,1,8,2,3,5,NA,10.16,0.0746960777280777,TRUE,0.000731809787626962,102.070345315132,10,8,2,0.8,0.69849626244871,0.291465713746017,7,0,2,0,NA,7,1,0.0909090909090909,NA,8,0.068580153994661,0.00979716485638014,0.0783773188510411,0.0293914945691404,0.068580153994661,0.068580153994661,0.7,0.1,0.8,3,0.7,0.7,0.0068580153994661,0.000979716485638014,0.00783773188510411,0.0293914945691404,0.0068580153994661,0.0068580153994661
"GDAOC01",2023,283,2023-06-26,"EC CP",0,0,11,5,0,1,6,2,"lots of regen! very open",1,1,NA,NA,2,NA,1,0,1,0,NA,NA,NA,NA,NA,102.070345315132,8,10,3,NA,NA,0.347197770967849,2.34719777096785,NA,3,NA,0.000159869606195073,2.34801915276876,NA,NA,0.00098125140710259,NA,0.0195943297127603,NA,NA,0.0195943297127603,0.0229958835127,0.0230039307256135,0.181818181818182,NA,NA,0.181818181818182,0.213381615542532,0.213456286615342,0.00178130270116003,NA,NA,0.00178130270116003,0.00209053486479091,0.00209126642960123
"GHLPC",2018,365,2018-07-19,NA,NA,NA,0,3,NA,NA,NA,0,"maybe diploids?",11,1,6.7,141.026094219646,0,0,11,0,0,11,13.7,15.6272727272727,0.30469757368453,TRUE,0.00216057585208287,141.026094219646,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHLPC",2020,365,2020-08-07,"Gavin and Aidan",0,0,0,0,2,3,5,0,"maybe diploids?",11,1,6.7,141.026094219646,0,0,11,0,0,11,29.7,17.0235294117647,0.58243557001228,TRUE,0.00412998440632658,141.026094219646,11,11,2,1,1,0.320612285120619,0,0,2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHLPC",2023,365,2023-07-19,"VM, MB",0,0,0,0,1,0,1,2,NA,1,1,NA,NA,2,NA,1,0,0,1,31.1,NA,0.0759644957619646,TRUE,NA,141.026094219646,11,11,3,NA,NA,0.477396935080793,2.47739693508079,NA,3,NA,0.000159869606195073,2.4782183168817,NA,NA,0.00098125140710259,NA,0.0141817726078766,NA,NA,0.0141817726078766,0.0175669399963831,0.0175727643213455,0.181818181818182,NA,NA,0.181818181818182,0.225217903189163,0.225292574261973,0.00128925205526151,NA,NA,0.00128925205526151,0.00159699454512574,0.00159752402921323
"GITMZ",2018,296,2018-07-13,NA,1,0,68,1,NA,NA,NA,2,"Unhealthy patch",9,1,6.6,136.847775990371,2,2,9,0,2,7,27.9,22.4285714285714,0.293146722895444,TRUE,0.00214213728191001,136.847775990371,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,4,0.014614778979972,0.014614778979972,0.0292295579599441,0.014614778979972,0.014614778979972,0.014614778979972,0.222222222222222,0.222222222222222,0.444444444444444,2,0.222222222222222,0.222222222222222,0.001623864331108,0.001623864331108,0.00324772866221601,0.014614778979972,0.001623864331108,0.001623864331108
"GITMZ",2020,510,2020-08-11,"Gavin and Erin",1,0,36,6,7,0,7,2,"Nail and tag and flashing found to be missing. Replaced with tag # 510. Tree ID'ed by nail hole and distances, unhealthy patch",9,1,6.6,136.847775990371,2,3,9,0,2,7,27.8,22.5142857142857,0.295573603220342,TRUE,0.00215987144168962,136.847775990371,9,9,2,1,1,0.262319142371416,2,1,2,0.0909090909090909,NA,2,0,0,NA,5,0.014614778979972,0.021922168469958,0.0365369474499301,0.014614778979972,0.014614778979972,0.014614778979972,0.222222222222222,0.333333333333333,0.555555555555556,2,0.222222222222222,0.222222222222222,0.001623864331108,0.002435796496662,0.00405966082777001,0.014614778979972,0.001623864331108,0.001623864331108
"GITMZ",2023,510,2023-08-17,"BB, CR",0,0,36,13,8,0,5,0,"high regeneration site; nail and tag and flashing found to be missing. Replaced with tag #510. Tree ID'ed by nail hole and distances, unhealthy patch",9,1,6.6,136.847775990371,3,3,7,2,1,6,28.6,20.3714285714286,0.266336371189709,TRUE,0.00194622359963269,136.847775990371,9,7,3,0.777777777777778,1,0.39059749233883,3,2,3,0.181818181818182,NA,3,0,0,NA,6,0.021922168469958,0.021922168469958,0.0438443369399161,0,0.021922168469958,0.021922168469958,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.002435796496662,0.002435796496662,0.00487159299332401,0,0.002435796496662,0.002435796496662
"GJBOV",2018,495,2018-07-27,NA,0,0,0,2,NA,NA,NA,1,NA,11,1,3.2,32.1699087727595,1,2,11,0,1,10,18.7,14.03,0.19256941948893,TRUE,0.0059860107421875,32.1699087727595,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,0.0310849498226358,0.0621698996452716,0.0932548494679074,0.0310849498226358,0.0310849498226358,0.0310849498226358,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.0909090909090909,0.00282590452933053,0.00565180905866106,0.00847771358799158,0.0310849498226358,0.00282590452933053,0.00282590452933053
"GJBOV",2020,495,2020-07-09,"Courtenay, Gavin",0,0,0,1,NA,NA,11,1,"fort built of downed aspens, ~5 m from site, dead logs may have been moved",11,1,3.1,30.1907054009979,1,3,11,0,1,10,18.6,14.06,0.192058125284558,TRUE,0.00636149843912591,30.1907054009979,11,11,2,1,1,0.320612285120619,1,0,2,0,NA,1,0,0,NA,4,0.0331227769181884,0.0993683307545652,0.132491107672754,0.0331227769181884,0.0331227769181884,0.0331227769181884,0.0909090909090909,0.272727272727273,0.363636363636364,1,0.0909090909090909,0.0909090909090909,0.00301116153801713,0.00903348461405138,0.0120446461520685,0.0331227769181884,0.00301116153801713,0.00301116153801713
"GJBOV",2023,495,2023-08-10,"BB, CR",0,0,1,1,0,0,2,4,"fort built of downed aspens, ~5m from site; distances by tape",11,1,3.1,30.1907054009979,3,1,11,0,3,8,18.9,14.09,0.19513767148324,TRUE,0.00646350156087409,30.1907054009979,11,11,3,1,1,0.477396935080793,3,0,3,0,NA,3,0,0,NA,4,0.0993683307545652,0.0331227769181884,0.132491107672754,0.132491107672754,0.0993683307545652,0.0993683307545652,0.272727272727273,0.0909090909090909,0.363636363636364,4,0.272727272727273,0.272727272727273,0.00903348461405138,0.00301116153801713,0.0120446461520685,0.132491107672754,0.00903348461405138,0.00903348461405138
"GJSO",2018,203,2018-07-03,NA,NA,NA,13,2,NA,NA,NA,0,NA,11,1,5.5,95.0331777710912,0,0,11,0,0,11,15.9,14.9272727272727,0.239672103542365,TRUE,0.00252198347107438,95.0331777710912,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GJSO",2023,203,2023-07-17,"MB, VM",0,0,5,3,4,0,3,1,NA,1,1,NA,NA,1,NA,1,0,0,1,17.6,NA,0.0243284935093994,TRUE,NA,95.0331777710912,11,11,5,NA,NA,0.784094736359063,1.78409473635906,NA,5,NA,9.52097423123632e-08,1.78409660016854,NA,NA,1.95901922239727e-06,NA,0.0105226408655799,NA,NA,0.0105226408655799,0.0187733881808778,0.0187734077930756,0.0909090909090909,NA,NA,0.0909090909090909,0.162190430578097,0.162190600015322,0.000956603715052714,NA,NA,0.000956603715052714,0.00170667165280707,0.00170667343573415
"GKBH",2018,69,2018-06-26,NA,NA,NA,16,11,NA,NA,NA,2,NA,11,1,5,78.5398163397448,3,1,11,0,2,9,37.5,26.1,0.482539206813431,TRUE,0.00614388,78.5398163397448,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,4,0.0381971863420549,0.0127323954473516,0.0509295817894065,0.0254647908947033,0.0381971863420549,0.0381971863420549,0.272727272727273,0.0909090909090909,0.363636363636364,2,0.272727272727273,0.272727272727273,0.00347247148564135,0.00115749049521378,0.00462996198085514,0.0254647908947033,0.00347247148564135,0.00347247148564135
"GKPW",2018,134,2018-07-01,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,5.7,102.070345315132,1,0,11,0,1,10,18.8,25.92,0.561218824026261,TRUE,0.00549835333948907,102.070345315132,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,0.00979716485638014,0,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.000890651350580013,0,0.000890651350580013,0.00979716485638014,0.000890651350580013,0.000890651350580013
"GKPW",2023,504,2023-07-11,"HL VM",0,0,0,0,0,0,1,1,NA,1,1,NA,NA,1,NA,1,0,0,1,32.3,NA,0.0819398049890924,TRUE,NA,102.070345315132,11,11,5,NA,NA,0.784094736359063,1.78409473635906,NA,5,NA,9.52097423123632e-08,1.78409660016854,NA,NA,1.95901922239727e-06,NA,0.00979716485638014,NA,NA,0.00979716485638014,0.0174790702515098,0.0174790885115585,0.0909090909090909,NA,NA,0.0909090909090909,0.162190430578097,0.162190600015322,0.000890651350580013,NA,NA,0.000890651350580013,0.00158900638650089,0.00158900804650532
"GLQX",2018,198,2018-07-03,NA,NA,1,1,0,NA,NA,NA,1,"Lots of cow damage",11,1,5.4,91.6088417786784,1,0,11,0,1,10,25.4,27.61,0.647231703890733,TRUE,0.00706516632373114,91.6088417786784,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,0.0109159768924482,0,0.0109159768924482,0.0109159768924482,0.0109159768924482,0.0109159768924482,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.000992361535677113,0,0.000992361535677113,0.0109159768924482,0.000992361535677113,0.000992361535677113
"GLQX",2023,198,2023-07-17,"MB, VM",0,0,2,0,0,0,1,3,"lots of trees are flaky",1,1,NA,NA,3,NA,1,0,0,1,26.8,NA,0.0564104376878583,TRUE,NA,91.6088417786784,11,11,5,NA,NA,0.784094736359063,3.78409473635906,NA,5,NA,9.52097423123632e-08,3.78409660016854,NA,NA,1.95901922239727e-06,NA,0.0327479306773447,NA,NA,0.0327479306773447,0.0413070907009305,0.0413071110462318,0.272727272727273,NA,NA,0.272727272727273,0.344008612396278,0.344008781833504,0.00297708460703134,NA,NA,0.00297708460703134,0.00375519006372096,0.0037551919132938
